Zeit [h]	Sun azimuth angle [Deg]	Sun elevation angle [Deg]	DIR_-_0	DIR_N_90	DIR_N_60	DIR_N_45	DIR_N_30	DIR_N-E_90	DIR_N-E_60	DIR_N-E_45	DIR_N-E_30	DIR_E_90	DIR_E_60	DIR_E_45	DIR_E_30	DIR_S-E_90	DIR_S-E_60	DIR_S-E_45	DIR_S-E_30	DIR_S_90	DIR_S_60	DIR_S_45	DIR_S_30	DIR_S-W_90	DIR_S-W_60	DIR_S-W_45	DIR_S-W_30	DIR_W_90	DIR_W_60	DIR_W_45	DIR_W_30	DIR_N-W_90	DIR_N-W_60	DIR_N-W_45	DIR_N-W_30	DIFF_-_0	DIFF_N_90	DIFF_N_60	DIFF_N_45	DIFF_N_30	DIFF_N-E_90	DIFF_N-E_60	DIFF_N-E_45	DIFF_N-E_30	DIFF_E_90	DIFF_E_60	DIFF_E_45	DIFF_E_30	DIFF_S-E_90	DIFF_S-E_60	DIFF_S-E_45	DIFF_S-E_30	DIFF_S_90	DIFF_S_60	DIFF_S_45	DIFF_S_30	DIFF_S-W_90	DIFF_S-W_60	DIFF_S-W_45	DIFF_S-W_30	DIFF_W_90	DIFF_W_60	DIFF_W_45	DIFF_W_30	DIFF_N-W_90	DIFF_N-W_60	DIFF_N-W_45	DIFF_N-W_30	DIFF_N-W_30
4167	244.831	46.6533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5	37.5	0	0	59.1506	37.5	0	0	59.1506	37.5	0	0	59.1506	37.5	0	0	59.1506	37.5	0	0	59.1506	37.5	0	0	59.1506	37.5	0	0	59.1506	37.5	0	0	59.1506	0
4168	259.302	37.9551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	0
4169	271.681	28.8449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5	24.9	0	0	39.276	24.9	0	0	39.276	24.9	0	0	39.276	24.9	0	0	39.276	24.9	0	0	39.276	24.9	0	0	39.276	24.9	0	0	39.276	24.9	0	0	39.276	0
4170	283.056	19.7817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	15.6	0	0	24.6067	15.6	0	0	24.6067	15.6	0	0	24.6067	15.6	0	0	24.6067	15.6	0	0	24.6067	15.6	0	0	24.6067	15.6	0	0	24.6067	15.6	0	0	24.6067	0
4171	294.153	11.1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5	9.9	0	0	15.6158	9.9	0	0	15.6158	9.9	0	0	15.6158	9.9	0	0	15.6158	9.9	0	0	15.6158	9.9	0	0	15.6158	9.9	0	0	15.6158	9.9	0	0	15.6158	0
4172	305.486	3.18619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	0
4173	317.417	-3.6696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
4174	330.147	-9.07687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4175	343.67	-12.668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4176	357.73	-14.1486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4177	11.8707	-13.3826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4178	25.6055	-10.4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4179	38.6024	-5.57814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
4180	50.7764	0.854663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	0
4181	62.2694	8.48118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	0
4182	73.3955	16.946	2.62323	2.46021	0	0	3.50189	7.57341	0	0	6.05849	8.25022	0	0	6.39689	4.09416	0	0	4.31886	0	0	0	1.04168	0	0	0	0	0	0	0	0	0	0	0	0.224703	80.5	48.5623	0	0	76.2212	48.5623	0	0	76.2212	48.5623	0	0	76.2212	48.5623	0	0	76.2212	48.5623	0	0	76.2212	48.5623	0	0	76.2212	48.5623	0	0	76.2212	48.5623	0	0	76.2212	0
4183	84.6155	25.9166	56.8182	10.9723	0	0	54.6921	90.0729	0	0	94.2424	116.41	0	0	107.411	74.5559	0	0	86.4839	0	0	0	43.7199	0	0	0	4.16959	0	0	0	0	0	0	0	11.928	200	125.682	0	0	190.043	125.682	0	0	190.043	125.682	0	0	190.043	125.682	0	0	190.043	125.682	0	0	190.043	125.682	0	0	190.043	125.682	0	0	190.043	125.682	0	0	190.043	0
4184	96.5773	35.0536	87.013	0	0	0	68.2526	77.0734	0	0	113.892	123.204	0	0	136.957	97.1633	0	0	123.937	14.2058	0	0	82.4583	0	0	0	36.8188	0	0	0	13.7535	0	0	0	26.7738	283	178.501	0	0	269	178.501	0	0	269	178.501	0	0	269	178.501	0	0	269	178.501	0	0	269	178.501	0	0	269	178.501	0	0	269	178.501	0	0	269	0
4185	110.233	43.9442	273.072	0	0	0	187.495	118.694	0	0	295.834	265.843	0	0	369.409	257.266	0	0	365.12	97.9857	0	0	285.48	0	0	0	177.141	0	0	0	103.566	0	0	0	107.855	233	167.107	0	0	224.172	167.107	0	0	224.172	167.107	0	0	224.172	167.107	0	0	224.172	167.107	0	0	224.172	167.107	0	0	224.172	167.107	0	0	224.172	167.107	0	0	224.172	0
4186	127.005	51.9763	572.305	0	0	0	360.955	62.2451	0	0	526.753	357.379	0	0	674.32	443.165	0	0	717.213	269.351	0	0	630.306	0	0	0	464.509	0	0	0	316.942	0	0	0	274.048	183	167.03	0	0	180.861	167.03	0	0	180.861	167.03	0	0	180.861	167.03	0	0	180.861	167.03	0	0	180.861	167.03	0	0	180.861	167.03	0	0	180.861	167.03	0	0	180.861	0
4187	148.635	58.1409	490.923	0	0	0	294.901	0	0	0	389.193	158.796	0	0	504.55	296.49	0	0	573.397	260.504	0	0	555.404	71.9185	0	0	461.111	0	0	0	345.754	0	0	0	276.908	252.5	200.592	0	0	245.546	200.592	0	0	245.546	200.592	0	0	245.546	200.592	0	0	245.546	200.592	0	0	245.546	200.592	0	0	245.546	200.592	0	0	245.546	200.592	0	0	245.546	0
4188	175.407	60.9902	372.115	0	0	0	219.418	0	0	0	255.381	16.5223	0	0	330.522	157.126	0	0	400.824	205.688	0	0	425.105	133.761	0	0	389.142	0	0	0	314	0	0	0	243.698	315	226.212	0	0	303.105	226.212	0	0	303.105	226.212	0	0	303.105	226.212	0	0	303.105	226.212	0	0	303.105	226.212	0	0	303.105	226.212	0	0	303.105	226.212	0	0	303.105	0
4189	203.171	59.4972	218.417	0	0	0	130.008	0	0	0	129.432	0	0	0	163.84	47.845	0	0	213.077	118.292	0	0	248.3	119.446	0	0	248.877	50.6297	0	0	214.469	0	0	0	165.232	338.5	224.942	0	0	323.286	224.942	0	0	323.286	224.942	0	0	323.286	224.942	0	0	323.286	224.942	0	0	323.286	224.942	0	0	323.286	224.942	0	0	323.286	224.942	0	0	323.286	0
4190	226.603	54.236	177.298	0	0	0	109.676	0	0	0	89.7184	0	0	0	107.149	0	0	0	151.758	87.7371	0	0	197.413	127.652	0	0	217.37	92.7903	0	0	199.939	3.57333	0	0	155.331	359.5	233.43	0	0	342.61	233.43	0	0	342.61	233.43	0	0	342.61	233.43	0	0	342.61	233.43	0	0	342.61	233.43	0	0	342.61	233.43	0	0	342.61	233.43	0	0	342.61	0
4191	244.764	46.6718	201.863	0	0	0	134.226	0	0	0	85.2195	0	0	0	88.6984	0	0	0	142.625	81.1841	0	0	215.411	179.198	0	0	264.418	172.24	0	0	260.939	64.3868	0	0	207.012	323.5	214.286	0	0	308.868	214.286	0	0	308.868	214.286	0	0	308.868	214.286	0	0	308.868	214.286	0	0	308.868	214.286	0	0	308.868	214.286	0	0	308.868	214.286	0	0	308.868	0
4192	259.245	37.9764	62.4566	0	0	0	46.6237	0	0	0	21.0197	0	0	0	14.7873	0	0	0	31.5773	14.9306	0	0	61.5543	66.1386	0	0	87.1583	78.6035	0	0	93.3907	45.0236	0	0	76.6008	222	139.446	0	0	210.94	139.446	0	0	210.94	139.446	0	0	210.94	139.446	0	0	210.94	139.446	0	0	210.94	139.446	0	0	210.94	139.446	0	0	210.94	139.446	0	0	210.94	0
4193	271.63	28.8666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	75	0	0	118.301	75	0	0	118.301	75	0	0	118.301	75	0	0	118.301	75	0	0	118.301	75	0	0	118.301	75	0	0	118.301	75	0	0	118.301	0
4194	283.007	19.8022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	0
4195	294.106	11.1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	0	0	23.6603	15	0	0	23.6603	15	0	0	23.6603	15	0	0	23.6603	15	0	0	23.6603	15	0	0	23.6603	15	0	0	23.6603	15	0	0	23.6603	0
4196	305.438	3.19997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	0
4197	317.368	-3.66121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
4198	330.097	-9.07519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4199	343.619	-12.6741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4200	357.68	-14.1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4201	11.8243	-13.4049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4202	25.5637	-10.4709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4203	38.5656	-5.61292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
4204	50.7441	0.815729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	7.5	0	0	11.8301	7.5	0	0	11.8301	7.5	0	0	11.8301	7.5	0	0	11.8301	7.5	0	0	11.8301	7.5	0	0	11.8301	7.5	0	0	11.8301	7.5	0	0	11.8301	0
4205	62.2406	8.43933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	25.8	0	0	40.6956	25.8	0	0	40.6956	25.8	0	0	40.6956	25.8	0	0	40.6956	25.8	0	0	40.6956	25.8	0	0	40.6956	25.8	0	0	40.6956	25.8	0	0	40.6956	0
4206	73.3686	16.9022	2.61666	2.46466	0	0	3.49842	7.57709	0	0	6.05464	8.25098	0	0	6.39158	4.09155	0	0	4.31187	0	0	0	1.03377	0	0	0	0	0	0	0	0	0	0	0	0.220311	105.5	63.5617	0	0	99.8813	63.5617	0	0	99.8813	63.5617	0	0	99.8813	63.5617	0	0	99.8813	63.5617	0	0	99.8813	63.5617	0	0	99.8813	63.5617	0	0	99.8813	63.5617	0	0	99.8813	0
4207	84.5888	25.8719	8.07266	1.56977	0	0	7.77601	12.8279	0	0	13.4051	16.5716	0	0	15.2769	10.6079	0	0	12.2951	0	0	0	6.20625	0	0	0	0.577193	0	0	0	0	0	0	0	1.68716	177.5	107.307	0	0	168.096	107.307	0	0	168.096	107.307	0	0	168.096	107.307	0	0	168.096	107.307	0	0	168.096	107.307	0	0	168.096	107.307	0	0	168.096	107.307	0	0	168.096	0
4208	96.548	35.0087	5.45016	0	0	0	4.27631	4.83876	0	0	7.13935	7.73036	0	0	8.58515	6.09363	0	0	7.76679	0.887336	0	0	5.16364	0	0	0	2.3006	0	0	0	0.854798	0	0	0	1.67316	247	148.745	0	0	233.836	148.745	0	0	233.836	148.745	0	0	233.836	148.745	0	0	233.836	148.745	0	0	233.836	148.745	0	0	233.836	148.745	0	0	233.836	148.745	0	0	233.836	0
4209	110.197	43.9003	76.968	0	0	0	52.8495	33.5519	0	0	83.4321	75.0629	0	0	104.188	72.6032	0	0	102.958	27.6135	0	0	80.463	0	0	0	49.8803	0	0	0	29.1248	0	0	0	30.3546	326.5	203.597	0	0	310.034	203.597	0	0	310.034	203.597	0	0	310.034	203.597	0	0	310.034	203.597	0	0	310.034	203.597	0	0	310.034	203.597	0	0	310.034	203.597	0	0	310.034	0
4210	126.955	51.9354	262.57	0	0	0	165.584	28.7759	0	0	241.78	164.312	0	0	309.548	203.596	0	0	329.19	123.617	0	0	289.2	0	0	0	213.004	0	0	0	145.237	0	0	0	125.594	360	242.257	0	0	344.225	242.257	0	0	344.225	242.257	0	0	344.225	242.257	0	0	344.225	242.257	0	0	344.225	242.257	0	0	344.225	242.257	0	0	344.225	242.257	0	0	344.225	0
4211	148.562	58.1068	311.596	0	0	0	187.131	0	0	0	247.115	101.133	0	0	320.416	188.493	0	0	364.096	165.437	0	0	352.568	45.4705	0	0	292.585	0	0	0	219.284	0	0	0	175.603	351.5	242.06	0	0	336.838	242.06	0	0	336.838	242.06	0	0	336.838	242.06	0	0	336.838	242.06	0	0	336.838	242.06	0	0	336.838	242.06	0	0	336.838	242.06	0	0	336.838	0
4212	175.312	60.9686	388.65	0	0	0	229.087	0	0	0	266.805	17.6317	0	0	345.397	164.488	0	0	418.825	214.989	0	0	444.076	139.553	0	0	406.358	0	0	0	327.765	0	0	0	254.338	300	218.865	0	0	289.13	218.865	0	0	289.13	218.865	0	0	289.13	218.865	0	0	289.13	218.865	0	0	289.13	218.865	0	0	289.13	218.865	0	0	289.13	218.865	0	0	289.13	0
4213	203.071	59.491	646.592	0	0	0	384.697	0	0	0	383.245	0	0	0	485.313	142.294	0	0	631.112	350.538	0	0	735.234	353.442	0	0	736.686	149.305	0	0	634.618	0	0	0	488.819	180.5	172.959	0	0	179.49	172.959	0	0	179.49	172.959	0	0	179.49	172.959	0	0	179.49	172.959	0	0	179.49	172.959	0	0	179.49	172.959	0	0	179.49	172.959	0	0	179.49	0
4214	226.516	54.2418	732.37	0	0	0	452.788	0	0	0	370.648	0	0	0	442.923	0	0	0	627.275	362.926	0	0	815.714	527.206	0	0	897.854	382.656	0	0	825.579	13.952	0	0	641.227	107	137.437	0	0	111.078	137.437	0	0	111.078	137.437	0	0	111.078	137.437	0	0	111.078	137.437	0	0	111.078	137.437	0	0	111.078	137.437	0	0	111.078	137.437	0	0	111.078	0
4215	244.691	46.6845	649.007	0	0	0	431.256	0	0	0	273.985	0	0	0	285.462	0	0	0	458.965	261.602	0	0	692.857	576.144	0	0	850.129	553.19	0	0	838.651	206.185	0	0	665.149	100	124.901	0	0	103.336	124.901	0	0	103.336	124.901	0	0	103.336	124.901	0	0	103.336	124.901	0	0	103.336	124.901	0	0	103.336	124.901	0	0	103.336	124.901	0	0	103.336	0
4216	259.183	37.9921	532.453	0	0	0	397.146	0	0	0	179.148	0	0	0	126.324	0	0	0	269.618	127.944	0	0	525.09	563.941	0	0	743.088	669.589	0	0	795.913	383.002	0	0	652.619	90	107.245	0	0	92.3104	107.245	0	0	92.3104	107.245	0	0	92.3104	107.245	0	0	92.3104	107.245	0	0	92.3104	107.245	0	0	92.3104	107.245	0	0	92.3104	107.245	0	0	92.3104	0
4217	271.574	28.8829	396.561	19.7467	0	0	353.305	0	0	0	96.3485	0	0	0	0	0	0	0	82.3854	0	0	0	333.558	494.166	0	0	590.514	718.604	0	0	702.733	522.093	0	0	604.478	76	85.2561	0	0	77.2401	85.2561	0	0	77.2401	85.2561	0	0	77.2401	85.2561	0	0	77.2401	85.2561	0	0	77.2401	85.2561	0	0	77.2401	85.2561	0	0	77.2401	85.2561	0	0	77.2401	0
4218	282.955	19.8172	253.248	157.543	0	0	298.09	0	0	0	32.8786	0	0	0	0	0	0	0	0	0	0	0	140.547	372.88	0	0	405.759	684.876	0	0	561.756	595.681	0	0	517.159	61	61.9248	0	0	61.1239	61.9248	0	0	61.1239	61.9248	0	0	61.1239	61.9248	0	0	61.1239	61.9248	0	0	61.1239	61.9248	0	0	61.1239	61.9248	0	0	61.1239	61.9248	0	0	61.1239	0
4219	294.054	11.1488	134.673	278.534	0	0	255.897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.291	0	0	238.776	624.014	0	0	428.637	638.199	0	0	435.729	40.5	37.7673	0	0	40.1339	37.7673	0	0	40.1339	37.7673	0	0	40.1339	37.7673	0	0	40.1339	37.7673	0	0	40.1339	37.7673	0	0	40.1339	37.7673	0	0	40.1339	37.7673	0	0	40.1339	0
4220	305.387	3.20777	19.3331	199.763	0	0	116.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.6064	0	0	45.5461	281.231	0	0	157.358	340.115	0	0	186.8	17	12.1333	0	0	16.348	12.1333	0	0	16.348	12.1333	0	0	16.348	12.1333	0	0	16.348	12.1333	0	0	16.348	12.1333	0	0	16.348	12.1333	0	0	16.348	12.1333	0	0	16.348	0
4221	317.315	-3.65914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
4222	330.044	-9.08013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4223	343.567	-12.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4224	357.631	-14.1841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4225	11.7792	-13.4339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4226	25.5242	-10.5066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4227	38.532	-5.65385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
4228	50.7157	0.771033	0.275861	12.9788	0	0	6.7283	20.3962	0	0	10.437	15.8658	0	0	8.17182	2.04146	0	0	1.25963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5	11.7276	0	0	18.4587	11.7276	0	0	18.4587	11.7276	0	0	18.4587	11.7276	0	0	18.4587	11.7276	0	0	18.4587	11.7276	0	0	18.4587	11.7276	0	0	18.4587	11.7276	0	0	18.4587	0
4229	62.2161	8.39208	21.1622	66.8663	0	0	51.7601	137.02	0	0	86.8371	126.91	0	0	81.7818	42.4572	0	0	39.5556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5	39.6162	0	0	59.4342	39.6162	0	0	59.4342	39.6162	0	0	59.4342	39.6162	0	0	59.4342	39.6162	0	0	59.4342	39.6162	0	0	59.4342	39.6162	0	0	59.4342	39.6162	0	0	59.4342	0
4230	73.3466	16.8534	120.463	113.961	0	0	161.304	349.972	0	0	279.31	380.975	0	0	294.812	188.808	0	0	198.728	0	0	0	47.3442	0	0	0	0	0	0	0	0	0	0	0	9.92004	87.5	64.5463	0	0	84.4248	64.5463	0	0	84.4248	64.5463	0	0	84.4248	64.5463	0	0	84.4248	64.5463	0	0	84.4248	64.5463	0	0	84.4248	64.5463	0	0	84.4248	64.5463	0	0	84.4248	0
4231	84.5674	25.8221	275.939	53.9882	0	0	265.964	439.589	0	0	458.764	567.684	0	0	522.812	363.238	0	0	420.589	0	0	0	211.976	0	0	0	19.1763	0	0	0	0	0	0	0	57.3509	87.5	80.0939	0	0	86.5078	80.0939	0	0	86.5078	80.0939	0	0	86.5078	80.0939	0	0	86.5078	80.0939	0	0	86.5078	80.0939	0	0	86.5078	80.0939	0	0	86.5078	80.0939	0	0	86.5078	0
4232	96.5247	34.9588	412.264	0	0	0	323.529	366.884	0	0	540.473	585.857	0	0	649.96	461.644	0	0	587.853	67.0065	0	0	390.534	0	0	0	173.59	0	0	0	64.1029	0	0	0	126.209	97.5	99.7264	0	0	97.7983	99.7264	0	0	97.7983	99.7264	0	0	97.7983	99.7264	0	0	97.7983	99.7264	0	0	97.7983	99.7264	0	0	97.7983	99.7264	0	0	97.7983	99.7264	0	0	97.7983	0
4233	110.168	43.8511	538.988	0	0	0	370.062	235.622	0	0	584.588	526.65	0	0	730.102	509.175	0	0	721.365	193.432	0	0	563.493	0	0	0	348.967	0	0	0	203.452	0	0	0	212.19	108.5	118.999	0	0	109.907	118.999	0	0	109.907	118.999	0	0	109.907	118.999	0	0	109.907	118.999	0	0	109.907	118.999	0	0	109.907	118.999	0	0	109.907	118.999	0	0	109.907	0
4234	126.912	51.8887	601.519	0	0	0	379.239	66.3839	0	0	554.122	377.265	0	0	709.563	467.15	0	0	754.505	283.385	0	0	662.623	0	0	0	487.739	0	0	0	332.298	0	0	0	287.356	136	141.752	0	0	136.771	141.752	0	0	136.771	141.752	0	0	136.771	141.752	0	0	136.771	141.752	0	0	136.771	141.752	0	0	136.771	141.752	0	0	136.771	141.752	0	0	136.771	0
4235	148.495	58.0663	564.784	0	0	0	339.056	0	0	0	448.043	183.948	0	0	581.091	342.289	0	0	660.261	300.122	0	0	639.178	82.1475	0	0	530.191	0	0	0	397.143	0	0	0	317.973	211	183.078	0	0	207.259	183.078	0	0	207.259	183.078	0	0	207.259	183.078	0	0	207.259	183.078	0	0	207.259	183.078	0	0	207.259	183.078	0	0	207.259	183.078	0	0	207.259	0
4236	175.217	60.9401	531.897	0	0	0	313.37	0	0	0	365.216	24.6431	0	0	472.958	225.692	0	0	573.483	294.534	0	0	607.904	190.842	0	0	556.058	0	0	0	448.315	0	0	0	347.791	269.5	214.89	0	0	262.184	214.89	0	0	262.184	214.89	0	0	262.184	214.89	0	0	262.184	214.89	0	0	262.184	214.89	0	0	262.184	214.89	0	0	262.184	214.89	0	0	262.184	0
