Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.1 Rücklauftemperatur [C]	Variante 10.1 Innentemperatur.Wand.Nord [C]	Variante 10.1 Innentemperatur.Wand.Süd [C]	Variante 10.1 Innentemperatur.Boden [C]	Variante 10.1 Innentemperatur.Wand.Ost [C]	Variante 10.1 Innentemperatur.Wand.West [C]	Variante 10.1 Innentemperatur.Dach [C]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.West [C]	Variante 10.6 Innentemperatur.Dach [C]
57	20	1.967	0	0	19.987	19.987	19.987	19.987	19.987	1.713	19.98	1.163	0	19.999	19.972	19.972	19.992	19.972	19.972	19.972	19.982	1.492	0	19.998	19.977	19.977	19.989	19.977	19.977	19.977	20.978	0	0	24.106	19.038	19.038	23.472	19.038	19.038	19.038	20.665	0	0	22.924	19.627	19.627	21.989	19.629	19.629	19.635	18.252	0	0	18.22	18.245	18.245	18.247	18.245	18.245	18.245
58	20	1.922	0	0	19.988	19.988	19.988	19.988	19.988	1.674	19.981	1.151	0	19.999	19.972	19.972	19.992	19.972	19.972	19.972	19.982	1.472	0	19.998	19.977	19.977	19.99	19.977	19.977	19.977	20.709	0	0	23.514	19.028	19.028	22.872	19.028	19.028	19.028	20.487	0	0	22.515	19.59	19.59	21.634	19.593	19.593	19.598	18.222	0	0	18.19	18.215	18.215	18.216	18.215	18.215	18.215
59	20	1.877	0	0	19.988	19.988	19.988	19.988	19.988	1.635	19.981	1.14	0	19.999	19.972	19.972	19.992	19.972	19.972	19.972	19.983	1.452	0	19.998	19.977	19.977	19.99	19.977	19.977	19.977	20.509	0	0	23.11	19.005	19.005	22.448	19.005	19.005	19.005	20.354	0	0	22.206	19.553	19.553	21.38	19.556	19.556	19.561	18.191	0	0	18.159	18.185	18.185	18.186	18.185	18.185	18.185
60	20	1.834	0	0	19.988	19.988	19.988	19.988	19.988	1.598	19.981	1.128	0	19.999	19.972	19.972	19.992	19.972	19.972	19.972	19.983	1.433	0	19.998	19.978	19.978	19.99	19.978	19.978	19.978	20.359	0	0	22.802	18.978	18.978	22.141	18.978	18.978	18.978	20.246	0	0	21.952	19.517	19.517	21.181	19.52	19.52	19.524	18.161	0	0	18.129	18.154	18.154	18.156	18.154	18.154	18.154
61	20	1.792	0	0	19.988	19.988	19.988	19.988	19.988	1.561	19.981	1.117	0	19.999	19.973	19.973	19.992	19.973	19.973	19.973	19.983	1.413	0	19.998	19.978	19.978	19.99	19.978	19.978	19.978	20.239	0	0	22.549	18.95	18.95	21.903	18.95	18.95	18.95	20.153	0	0	21.732	19.482	19.482	21.013	19.484	19.484	19.489	18.13	0	0	18.099	18.124	18.124	18.125	18.124	18.124	18.124
62	20	1.751	0	0	19.989	19.989	19.989	19.989	19.989	1.525	19.981	1.106	0	19.999	19.973	19.973	19.992	19.973	19.973	19.973	19.983	1.395	0	19.998	19.978	19.978	19.99	19.978	19.978	19.978	20.135	0	0	22.328	18.922	18.922	21.703	18.922	18.922	18.922	20.068	0	0	21.533	19.447	19.447	20.865	19.449	19.449	19.454	18.1	0	0	18.069	18.094	18.094	18.095	18.094	18.094	18.094
63	20	1.71	0	0	19.989	19.989	19.989	19.989	19.989	1.49	19.981	1.095	0	19.999	19.973	19.973	19.992	19.973	19.973	19.973	19.984	1.376	0	19.998	19.979	19.979	19.99	19.979	19.979	19.979	20.042	0	0	22.127	18.893	18.893	21.528	18.893	18.893	18.893	19.989	0	0	21.35	19.412	19.412	20.729	19.415	19.415	19.419	18.07	0	0	18.04	18.064	18.064	18.066	18.064	18.064	18.064
64	20	1.671	0	0	19.989	19.989	19.989	19.989	19.989	1.455	19.982	1.084	0	19.999	19.974	19.974	19.992	19.974	19.974	19.974	19.984	1.357	0	19.998	19.979	19.979	19.99	19.979	19.979	19.979	20.671	2733.128	0	28.461	18.902	18.902	23.112	18.902	18.902	18.902	20.969	2659.351	0	28.638	19.508	19.508	22.995	19.511	19.511	19.515	18.041	0	0	18.012	18.035	18.035	18.037	18.035	18.035	18.035
65	20	1.632	0	0	19.989	19.989	19.989	19.989	19.989	1.422	19.982	1.073	0	19.999	19.974	19.974	19.992	19.974	19.974	19.974	19.984	1.339	0	19.998	19.979	19.979	19.99	19.979	19.979	19.979	21.036	0	0	24.422	18.957	18.957	23.711	18.957	18.957	18.957	21.174	0	0	24.279	19.624	19.624	23.146	19.627	19.627	19.633	18.013	0	0	17.985	18.007	18.007	18.009	18.007	18.007	18.007
66	20	1.595	0	0	19.99	19.99	19.99	19.99	19.99	1.389	19.982	1.062	0	19.999	19.974	19.974	19.992	19.974	19.974	19.974	19.984	1.321	0	19.998	19.979	19.979	19.991	19.979	19.979	19.979	20.757	0	0	23.744	18.954	18.954	23.075	18.954	18.954	18.954	20.84	0	0	23.392	19.622	19.622	22.391	19.625	19.625	19.63	17.986	0	0	17.959	17.981	17.981	17.982	17.981	17.981	17.981
67	20	1.558	0	0	19.99	19.99	19.99	19.99	19.99	1.357	19.982	1.052	0	19.999	19.974	19.974	19.992	19.974	19.974	19.974	19.984	1.304	0	19.998	19.98	19.98	19.991	19.98	19.98	19.98	20.54	0	0	23.301	18.934	18.934	22.609	18.934	18.934	18.934	20.606	0	0	22.847	19.591	19.591	21.903	19.594	19.594	19.6	17.96	0	0	17.934	17.955	17.955	17.956	17.955	17.955	17.955
68	20	1.522	0	0	19.99	19.99	19.99	19.99	19.99	1.326	19.982	1.041	0	19.999	19.975	19.975	19.993	19.975	19.975	19.975	19.985	1.286	0	19.998	19.98	19.98	19.991	19.98	19.98	19.98	20.379	0	0	22.968	18.909	18.909	22.274	18.909	18.909	18.909	20.442	0	0	22.465	19.555	19.555	21.576	19.558	19.558	19.563	17.935	0	0	17.91	17.93	17.93	17.931	17.93	17.93	17.93
69	20	1.487	0	0	19.99	19.99	19.99	19.99	19.99	1.295	19.983	1.031	0	19.999	19.975	19.975	19.993	19.975	19.975	19.975	19.985	1.269	0	19.998	19.98	19.98	19.991	19.98	19.98	19.98	20.251	0	0	22.697	18.883	18.883	22.018	18.883	18.883	18.883	20.316	0	0	22.17	19.519	19.519	21.337	19.522	19.522	19.526	17.911	0	0	17.885	17.905	17.905	17.906	17.905	17.905	17.905
70	20	1.453	0	0	19.991	19.991	19.991	19.991	19.991	1.265	19.983	1.02	0	19.999	19.975	19.975	19.993	19.975	19.975	19.975	19.985	1.252	0	19.999	19.98	19.98	19.991	19.981	19.981	19.981	20.143	0	0	22.463	18.856	18.856	21.806	18.856	18.856	18.856	20.212	0	0	21.923	19.483	19.483	21.146	19.486	19.486	19.491	17.885	0	0	17.859	17.88	17.88	17.881	17.88	17.88	17.88
71	20	1.419	0	0	19.991	19.991	19.991	19.991	19.991	1.236	19.983	1.01	0	19.999	19.975	19.975	19.993	19.975	19.975	19.975	19.985	1.235	0	19.999	19.981	19.981	19.991	19.981	19.981	19.981	20.046	0	0	22.252	18.828	18.828	21.621	18.828	18.828	18.828	20.121	0	0	21.706	19.449	19.449	20.982	19.451	19.451	19.456	17.86	0	0	17.833	17.854	17.854	17.856	17.854	17.854	17.854
72	20	1.387	0	0	19.991	19.991	19.991	19.991	19.991	1.208	19.983	1	0	19.999	19.976	19.976	19.993	19.976	19.976	19.976	19.985	1.219	0	19.999	19.981	19.981	19.991	19.981	19.981	19.981	20.279	3012.763	0	27.792	18.815	18.815	22.335	18.815	18.815	18.815	20.037	0	0	21.509	19.414	19.414	20.836	19.417	19.417	19.421	17.834	0	0	17.807	17.829	17.829	17.83	17.829	17.829	17.829
73	20	1.355	0	0	19.991	19.991	19.991	19.991	19.991	1.18	19.983	0.99	0	19.999	19.976	19.976	19.993	19.976	19.976	19.976	19.986	1.202	0	19.999	19.981	19.981	19.991	19.981	19.981	19.981	21.37	0	0	25.728	18.898	18.898	24.576	18.898	18.898	18.898	20.277	3183.897	0	27.383	19.411	19.411	21.553	19.414	19.414	19.418	17.808	0	0	17.781	17.803	17.803	17.804	17.803	17.803	17.803
74	20	1.323	0	0	19.991	19.991	19.991	19.991	19.991	1.153	19.983	0.98	0	19.999	19.976	19.976	19.993	19.976	19.976	19.976	19.986	1.186	0	19.999	19.982	19.982	19.992	19.982	19.982	19.982	21.095	0	0	24.61	18.923	18.923	23.885	18.923	18.923	18.923	21.306	0	0	25.115	19.575	19.575	23.536	19.578	19.578	19.584	17.782	0	0	17.754	17.777	17.777	17.778	17.777	17.777	17.777
75	20	1.293	0	0	19.992	19.992	19.992	19.992	19.992	1.126	19.984	0.971	0	19.999	19.976	19.976	19.993	19.976	19.976	19.976	19.986	1.17	0	19.999	19.982	19.982	19.992	19.982	19.982	19.982	20.808	0	0	24.007	18.913	18.913	23.248	18.913	18.913	18.913	20.995	0	0	23.813	19.614	19.614	22.752	19.617	19.617	19.623	17.755	0	0	17.727	17.75	17.75	17.751	17.75	17.75	17.75
76	20	1.263	0	0	19.992	19.992	19.992	19.992	19.992	1.1	19.984	0.961	0	19.999	19.977	19.977	19.993	19.977	19.977	19.977	19.986	1.155	0	19.999	19.982	19.982	19.992	19.982	19.982	19.982	20.601	0	0	23.581	18.892	18.892	22.805	18.892	18.892	18.892	20.712	0	0	23.131	19.593	19.593	22.138	19.596	19.596	19.602	17.728	0	0	17.699	17.722	17.722	17.723	17.722	17.722	17.722
77	20	1.234	0	0	19.992	19.992	19.992	19.992	19.992	1.075	19.984	0.951	0	19.999	19.977	19.977	19.993	19.977	19.977	19.977	19.986	1.139	0	19.999	19.982	19.982	19.992	19.982	19.982	19.982	20.445	0	0	23.25	18.867	18.867	22.481	18.867	18.867	18.867	20.518	0	0	22.679	19.559	19.559	21.743	19.562	19.562	19.567	17.7	0	0	17.669	17.694	17.694	17.695	17.694	17.694	17.694
78	20	1.206	0	0	19.992	19.992	19.992	19.992	19.992	1.05	19.984	0.942	0	19.999	19.977	19.977	19.993	19.977	19.977	19.977	19.987	1.124	0	19.999	19.982	19.982	19.992	19.982	19.982	19.983	20.318	0	0	22.975	18.842	18.842	22.225	18.842	18.842	18.842	20.375	0	0	22.344	19.523	19.523	21.466	19.526	19.526	19.531	17.67	0	0	17.639	17.664	17.664	17.665	17.664	17.664	17.664
79	20	1.178	0	0	19.992	19.992	19.992	19.992	19.992	1.026	19.984	0.932	0	19.999	19.977	19.977	19.993	19.977	19.977	19.977	19.987	1.109	0	19.999	19.983	19.983	19.992	19.983	19.983	19.983	20.21	0	0	22.733	18.817	18.817	22.01	18.817	18.817	18.817	20.261	0	0	22.074	19.487	19.487	21.252	19.49	19.49	19.495	17.64	0	0	17.608	17.634	17.634	17.635	17.634	17.634	17.634
80	20	1.151	0	0	19.993	19.993	19.993	19.993	19.993	1.002	19.984	0.923	0	19.999	19.977	19.977	19.993	19.977	19.977	19.977	19.987	1.094	0	19.999	19.983	19.983	19.992	19.983	19.983	19.983	20.112	0	0	22.512	18.792	18.792	21.819	18.792	18.792	18.792	20.164	0	0	21.841	19.453	19.453	21.075	19.455	19.455	19.46	17.609	0	0	17.576	17.602	17.602	17.604	17.602	17.602	17.602
81	20	1.124	0	0	19.993	19.993	19.993	19.993	19.993	0.979	19.985	0.914	0	19.999	19.978	19.978	19.993	19.978	19.978	19.978	19.987	1.079	0	19.999	19.983	19.983	19.992	19.983	19.983	19.983	20.021	0	0	22.306	18.766	18.766	21.643	18.766	18.766	18.766	20.076	0	0	21.632	19.419	19.419	20.919	19.421	19.421	19.426	17.577	0	0	17.542	17.57	17.57	17.571	17.57	17.57	17.57
82	20	1.098	0	0	19.993	19.993	19.993	19.993	19.993	0.957	19.985	0.905	0	19.999	19.978	19.978	19.994	19.978	19.978	19.978	19.987	1.065	0	19.999	19.983	19.983	19.992	19.983	19.983	19.983	20.959	0	0	25.846	18.804	18.804	23.865	18.804	18.804	18.804	19.995	0	0	21.44	19.385	19.385	20.778	19.387	19.387	19.391	17.543	0	0	17.507	17.536	17.536	17.537	17.536	17.536	17.536
83	20	1.073	0	0	19.993	19.993	19.993	19.993	19.993	0.934	19.985	0.896	0	19.999	19.978	19.978	19.994	19.978	19.978	19.978	19.987	1.051	0	19.999	19.984	19.984	19.993	19.984	19.984	19.984	20.942	0	0	24.384	18.842	18.842	23.644	18.842	18.842	18.842	20.966	2643.466	0	28.676	19.48	19.48	23.025	19.483	19.483	19.488	17.509	0	0	17.472	17.501	17.501	17.503	17.501	17.501	17.501
84	20	1.048	0	0	19.993	19.993	19.993	19.993	19.993	0.913	19.985	0.887	0	19.999	19.978	19.978	19.994	19.978	19.978	19.978	19.988	1.037	0	19.999	19.984	19.984	19.993	19.984	19.984	19.984	20.674	0	0	23.784	18.835	18.835	23.042	18.835	18.835	18.835	21.168	0	0	24.335	19.596	19.596	23.169	19.599	19.599	19.605	17.473	0	0	17.436	17.466	17.466	17.467	17.466	17.466	17.466
85	20	1.024	0	0	19.993	19.993	19.993	19.993	19.993	0.892	19.985	0.878	0	19.999	19.979	19.979	19.994	19.979	19.979	19.979	19.988	1.023	0	19.999	19.984	19.984	19.993	19.984	19.984	19.984	20.473	0	0	23.367	18.815	18.815	22.611	18.815	18.815	18.815	20.835	0	0	23.446	19.594	19.594	22.414	19.597	19.597	19.603	17.437	0	0	17.4	17.43	17.43	17.431	17.43	17.43	17.43
86	20	1	0	0	19.994	19.994	19.994	19.994	19.994	0.871	19.985	0.869	0	19.999	19.979	19.979	19.994	19.979	19.979	19.979	19.988	1.009	0	19.999	19.984	19.984	19.993	19.984	19.984	19.984	20.321	0	0	23.045	18.792	18.792	22.295	18.792	18.792	18.792	20.601	0	0	22.898	19.564	19.564	21.925	19.568	19.568	19.573	17.402	0	0	17.366	17.394	17.394	17.396	17.394	17.394	17.394
87	20	0.977	0	0	19.994	19.994	19.994	19.994	19.994	0.851	19.985	0.861	0	19.999	19.979	19.979	19.994	19.979	19.979	19.979	19.988	0.995	0	19.999	19.984	19.984	19.993	19.984	19.984	19.985	20.197	0	0	22.776	18.767	18.767	22.046	18.767	18.767	18.767	20.436	0	0	22.513	19.529	19.529	21.597	19.532	19.532	19.537	17.368	0	0	17.335	17.361	17.361	17.363	17.361	17.361	17.361
88	20	0.955	0	0	19.994	19.994	19.994	19.994	19.994	0.832	19.986	0.852	0	19.999	19.979	19.979	19.994	19.979	19.979	19.979	19.988	0.982	0	19.999	19.985	19.985	19.993	19.985	19.985	19.985	20.091	0	0	22.54	18.741	18.741	21.836	18.741	18.741	18.741	20.31	0	0	22.214	19.493	19.493	21.355	19.496	19.496	19.501	17.337	0	0	17.306	17.331	17.331	17.332	17.331	17.331	17.331
89	20	0.933	0	0	19.994	19.994	19.994	19.994	19.994	0.812	19.986	0.843	0	19.999	19.979	19.979	19.994	19.979	19.979	19.979	19.988	0.969	0	19.999	19.985	19.985	19.993	19.985	19.985	19.985	20.053	3421.989	0	26.813	18.718	18.718	21.826	18.718	18.718	18.718	20.205	0	0	21.963	19.458	19.458	21.162	19.461	19.461	19.466	17.308	0	0	17.28	17.302	17.302	17.303	17.302	17.302	17.302
90	20	0.911	0	0	19.994	19.994	19.994	19.994	19.994	0.794	19.986	0.835	0	19.999	19.98	19.98	19.994	19.98	19.98	19.98	19.989	0.956	0	19.999	19.985	19.985	19.993	19.985	19.985	19.985	21.263	0	0	26.515	18.786	18.786	24.566	18.786	18.786	18.786	20.113	0	0	21.742	19.424	19.424	20.996	19.427	19.427	19.432	17.281	0	0	17.254	17.275	17.275	17.277	17.275	17.275	17.275
91	20	0.89	0	0	19.994	19.994	19.994	19.994	19.994	0.775	19.986	0.827	0	19.999	19.98	19.98	19.994	19.98	19.98	19.98	19.989	0.943	0	19.999	19.985	19.985	19.993	19.985	19.985	19.985	21.165	0	0	24.951	18.831	18.831	24.166	18.831	18.831	18.831	20.029	0	0	21.541	19.391	19.391	20.847	19.393	19.393	19.398	17.255	0	0	17.229	17.25	17.25	17.251	17.25	17.25	17.25
92	20	0.87	0	0	19.994	19.994	19.994	19.994	19.994	0.758	19.986	0.818	0	19.999	19.98	19.98	19.994	19.98	19.98	19.98	19.989	0.931	0	19.999	19.985	19.985	19.993	19.986	19.986	19.986	20.858	0	0	24.274	18.827	18.827	23.472	18.827	18.827	18.827	20.268	3176.958	0	27.4	19.388	19.388	21.561	19.39	19.39	19.395	17.23	0	0	17.203	17.224	17.224	17.226	17.224	17.224	17.224
93	20	0.85	0	0	19.995	19.995	19.995	19.995	19.995	0.74	19.986	0.81	0	19.999	19.98	19.98	19.994	19.98	19.98	19.98	19.989	0.918	0	19.999	19.986	19.986	19.993	19.986	19.986	19.986	20.633	0	0	23.808	18.809	18.809	22.985	18.809	18.809	18.809	21.294	0	0	25.134	19.552	19.552	23.539	19.555	19.555	19.561	17.204	0	0	17.175	17.198	17.198	17.199	17.198	17.198	17.198
94	20	0.83	0	0	19.995	19.995	19.995	19.995	19.995	0.723	19.986	0.802	0	19.999	19.98	19.98	19.994	19.98	19.98	19.98	19.989	0.906	0	19.999	19.986	19.986	19.994	19.986	19.986	19.986	20.466	0	0	23.452	18.787	18.787	22.633	18.787	18.787	18.787	20.983	0	0	23.83	19.591	19.591	22.753	19.594	19.594	19.6	17.176	0	0	17.146	17.17	17.17	17.171	17.17	17.17	17.17
95	20	0.811	0	0	19.995	19.995	19.995	19.995	19.995	0.706	19.987	0.794	0	19.999	19.981	19.981	19.994	19.981	19.981	19.981	19.989	0.894	0	19.999	19.986	19.986	19.994	19.986	19.986	19.986	20.332	0	0	23.158	18.763	18.763	22.359	18.763	18.763	18.763	20.7	0	0	23.147	19.57	19.57	22.14	19.574	19.574	19.579	17.147	0	0	17.114	17.14	17.14	17.141	17.14	17.14	17.14
96	20	0.792	0	0	19.995	19.995	19.995	19.995	19.995	0.69	19.987	0.786	0	19.999	19.981	19.981	19.994	19.981	19.981	19.981	19.99	0.882	0	19.999	19.986	19.986	19.994	19.986	19.986	19.986	20.218	0	0	22.901	18.739	18.739	22.13	18.739	18.739	18.739	20.505	0	0	22.693	19.536	19.536	21.744	19.54	19.54	19.545	17.115	0	0	17.081	17.108	17.108	17.11	17.108	17.108	17.108
97	20	0.774	0	0	19.995	19.995	19.995	19.995	19.995	0.674	19.987	0.778	0	19.999	19.981	19.981	19.994	19.981	19.981	19.981	19.99	0.87	0	19.999	19.986	19.986	19.994	19.986	19.986	19.986	20.116	0	0	22.669	18.715	18.715	21.928	18.715	18.715	18.715	20.362	0	0	22.357	19.501	19.501	21.465	19.504	19.504	19.509	17.082	0	0	17.045	17.075	17.075	17.076	17.075	17.075	17.075
98	20	0.756	0	0	19.995	19.995	19.995	19.995	19.995	0.659	19.987	0.771	0	19.999	19.981	19.981	19.994	19.981	19.981	19.981	19.99	0.858	0	19.999	19.987	19.987	19.994	19.987	19.987	19.987	20.022	0	0	22.452	18.691	18.691	21.744	18.691	18.691	18.691	20.248	0	0	22.084	19.466	19.466	21.251	19.468	19.468	19.473	17.046	0	0	17.007	17.039	17.039	17.04	17.039	17.039	17.039
99	20	0.739	0	0	19.995	19.995	19.995	19.995	19.995	0.644	19.987	0.763	0	19.999	19.981	19.981	19.995	19.981	19.981	19.981	19.99	0.847	0	19.999	19.987	19.987	19.994	19.987	19.987	19.987	20.989	2444.978	0	29.151	18.731	18.731	24.058	18.731	18.731	18.731	20.15	0	0	21.85	19.431	19.431	21.072	19.434	19.434	19.439	17.008	0	0	16.967	17	17	17.002	17	17	17
100	20	0.722	0	0	19.995	19.995	19.995	19.995	19.995	0.629	19.987	0.755	0	19.999	19.982	19.982	19.995	19.982	19.982	19.982	19.99	0.835	0	19.999	19.987	19.987	19.994	19.987	19.987	19.987	21.248	0	0	25.24	18.797	18.797	24.4	18.797	18.797	18.797	20.063	0	0	21.639	19.397	19.397	20.916	19.4	19.4	19.405	16.968	0	0	16.924	16.959	16.959	16.961	16.959	16.959	16.959
101	20	0.705	0	0	19.995	19.995	19.995	19.995	19.995	0.614	19.987	0.748	0	19.999	19.982	19.982	19.995	19.982	19.982	19.982	19.99	0.824	0	19.999	19.987	19.987	19.994	19.987	19.987	19.987	20.926	0	0	24.474	18.8	18.8	23.661	18.8	18.8	18.8	19.982	0	0	21.445	19.364	19.364	20.773	19.366	19.366	19.371	16.926	0	0	16.88	16.917	16.917	16.918	16.917	16.917	16.917
102	20	0.689	0	0	19.996	19.996	19.996	19.996	19.996	0.6	19.987	0.74	0	19.999	19.982	19.982	19.995	19.982	19.982	19.982	19.99	0.813	0	19.999	19.987	19.987	19.994	19.987	19.987	19.987	20.683	0	0	23.967	18.785	18.785	23.128	18.785	18.785	18.785	20.952	2642.458	0	28.678	19.459	19.459	23.019	19.462	19.462	19.468	16.882	0	0	16.836	16.873	16.873	16.874	16.873	16.873	16.873
103	20	0.673	0	0	19.996	19.996	19.996	19.996	19.996	0.586	19.988	0.733	0	19.999	19.982	19.982	19.995	19.982	19.982	19.982	19.99	0.802	0	19.999	19.987	19.987	19.994	19.988	19.988	19.988	20.503	0	0	23.587	18.765	18.765	22.748	18.765	18.765	18.765	21.154	0	0	24.337	19.575	19.575	23.162	19.579	19.579	19.585	16.838	0	0	16.791	16.828	16.828	16.83	16.828	16.828	16.828
104	20	0.658	0	0	19.996	19.996	19.996	19.996	19.996	0.573	19.988	0.726	0	19.999	19.982	19.982	19.995	19.982	19.982	19.982	19.991	0.792	0	19.999	19.988	19.988	19.994	19.988	19.988	19.988	20.362	0	0	23.278	18.742	18.742	22.456	18.742	18.742	18.742	20.82	0	0	23.447	19.574	19.574	22.407	19.577	19.577	19.583	16.793	0	0	16.747	16.783	16.783	16.785	16.783	16.783	16.783
105	20	0.642	0	0	19.996	19.996	19.996	19.996	19.996	0.56	19.988	0.718	0	19.999	19.982	19.982	19.995	19.982	19.982	19.982	19.991	0.781	0	19.999	19.988	19.988	19.994	19.988	19.988	19.988	20.244	0	0	23.011	18.719	18.719	22.216	18.719	18.719	18.719	20.586	0	0	22.898	19.544	19.544	21.917	19.548	19.548	19.553	16.749	0	0	16.704	16.74	16.74	16.741	16.74	16.74	16.74
106	20	0.628	0	0	19.996	19.996	19.996	19.996	19.996	0.547	19.988	0.711	0	19.999	19.983	19.983	19.995	19.983	19.983	19.983	19.991	0.77	0	19.999	19.988	19.988	19.995	19.988	19.988	19.988	20.139	0	0	22.77	18.695	18.695	22.007	18.695	18.695	18.695	20.421	0	0	22.512	19.509	19.509	21.588	19.512	19.512	19.518	16.706	0	0	16.663	16.697	16.697	16.699	16.697	16.697	16.697
107	20	0.613	0	0	19.996	19.996	19.996	19.996	19.996	0.534	19.988	0.704	0	19.999	19.983	19.983	19.995	19.983	19.983	19.983	19.991	0.76	0	19.999	19.988	19.988	19.995	19.988	19.988	19.988	20.043	0	0	22.548	18.671	18.671	21.817	18.671	18.671	18.671	20.295	0	0	22.212	19.474	19.474	21.346	19.477	19.477	19.482	16.665	0	0	16.624	16.657	16.657	16.658	16.657	16.657	16.657
108	20	0.599	0	0	19.996	19.996	19.996	19.996	19.996	0.522	19.988	0.697	0	19.999	19.983	19.983	19.995	19.983	19.983	19.983	19.991	0.75	0	19.999	19.988	19.988	19.995	19.988	19.988	19.988	20.645	2650.534	0	28.659	18.684	18.684	23.33	18.684	18.684	18.684	20.19	0	0	21.96	19.439	19.439	21.152	19.442	19.442	19.447	16.626	0	0	16.585	16.617	16.617	16.619	16.617	16.617	16.617
109	20	0.585	0	0	19.996	19.996	19.996	19.996	19.996	0.51	19.988	0.69	0	19.999	19.983	19.983	19.995	19.983	19.983	19.983	19.991	0.74	0	19.999	19.988	19.988	19.995	19.988	19.988	19.988	21.31	0	0	25.552	18.764	18.764	24.598	18.764	18.764	18.764	20.098	0	0	21.738	19.405	19.405	20.986	19.408	19.408	19.413	16.587	0	0	16.547	16.579	16.579	16.58	16.579	16.579	16.579
110	20	0.572	0	0	19.996	19.996	19.996	19.996	19.996	0.498	19.988	0.683	0	19.999	19.983	19.983	19.995	19.983	19.983	19.983	19.991	0.73	0	19.999	19.989	19.989	19.995	19.989	19.989	19.989	20.993	0	0	24.657	18.777	18.777	23.842	18.777	18.777	18.777	20.014	0	0	21.537	19.371	19.371	20.837	19.374	19.374	19.379	16.549	0	0	16.51	16.541	16.541	16.542	16.541	16.541	16.541
111	20	0.559	0	0	19.996	19.996	19.996	19.996	19.996	0.486	19.989	0.676	0	19.999	19.983	19.983	19.995	19.983	19.983	19.983	19.991	0.72	0	19.999	19.989	19.989	19.995	19.989	19.989	19.989	20.729	0	0	24.103	18.765	18.765	23.258	18.765	18.765	18.765	20.975	2626.294	0	28.717	19.466	19.466	23.062	19.469	19.469	19.475	16.512	0	0	16.475	16.504	16.504	16.506	16.504	16.504	16.504
112	20	0.546	0	0	19.996	19.996	19.996	19.996	19.996	0.475	19.989	0.67	0	19.999	19.984	19.984	19.995	19.984	19.984	19.984	19.992	0.711	0	19.999	19.989	19.989	19.995	19.989	19.989	19.989	20.536	0	0	23.696	18.746	18.746	22.846	18.746	18.746	18.746	21.174	0	0	24.396	19.582	19.582	23.2	19.585	19.585	19.592	16.477	0	0	16.442	16.47	16.47	16.471	16.47	16.47	16.47
113	20	0.533	0	0	19.997	19.997	19.997	19.997	19.997	0.464	19.989	0.663	0	19.999	19.984	19.984	19.995	19.984	19.984	19.984	19.992	0.701	0	19.999	19.989	19.989	19.995	19.989	19.989	19.989	20.387	0	0	23.371	18.724	18.724	22.536	18.724	18.724	18.724	20.841	0	0	23.506	19.58	19.58	22.446	19.584	19.584	19.59	16.443	0	0	16.41	16.436	16.436	16.438	16.436	16.436	16.436
