Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Dach [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Wand.West [C]
2384	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.2082	2669	-258.371	26.5567	18.5634	23.0415	18.5634	18.5634	18.5634	18.5634	20.1303	1.26E+03	-86.7068	25.7985	19.3807	20.906	19.3773	19.3738	19.3773	19.3738	11.1776	0.00E+00	0	11.1754	11.1784	11.1785	11.1796	11.1788	11.1796	11.1788
2385	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.0771	-0.437506	-337.143	25.0126	18.6273	24.6023	18.6273	18.6273	18.6273	18.6273	21.1961	1.45E+03	-195.892	24.582	19.4455	22.8227	19.4413	19.4372	19.4413	19.4372	11.1745	0.00E+00	0	11.1722	11.1756	11.1757	11.1768	11.176	11.1768	11.176
2386	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.7445	-0.101626	-292.165	24.3227	18.629	23.8239	18.629	18.629	18.629	18.629	20.8272	8.00E-01	-189.324	23.4993	19.5333	22.9051	19.5284	19.524	19.5284	19.524	11.1716	0.00E+00	0	11.1694	11.1726	11.1727	11.1738	11.173	11.1738	11.173
2387	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.5055	-0.0186932	-259.499	23.8407	18.6038	23.2135	18.6038	18.6038	18.6038	18.6038	20.5516	5.49E-03	-150.026	22.8748	19.5108	22.1803	19.5062	19.5019	19.5062	19.5019	11.1699	0.00E+00	0	11.1682	11.1702	11.1703	11.1714	11.1706	11.1714	11.1706
2388	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3281	0.000176846	-237.232	23.4714	18.5742	22.7851	18.5742	18.5742	18.5742	18.5742	20.3627	-1.95E-02	-126.717	22.4524	19.4682	21.7189	19.4639	19.4597	19.4639	19.4597	11.1701	0.00E+00	0	11.1693	11.1695	11.1696	11.1707	11.1699	11.1707	11.1699
2389	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1884	9.20E-05	-220.834	23.168	18.5462	22.4641	18.5462	18.5462	18.5462	18.5462	20.224	-2.15E-03	-111.74	22.1366	19.4254	21.4075	19.4213	19.4173	19.4213	19.4173	11.1731	0.00E+00	0	11.1735	11.1712	11.1712	11.1724	11.1715	11.1724	11.1715
2390	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.072	9.48E-05	-207.769	22.9045	18.5214	22.2064	18.5214	18.5214	18.5214	18.5214	20.1144	1.99E-04	-101.082	21.8799	19.3865	21.1781	19.3827	19.3789	19.3827	19.3789	11.1796	0.00E+00	0	11.1813	11.176	11.1761	11.1772	11.1764	11.1772	11.1764
2391	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.2747	1491.29	-203.799	27.1335	18.5004	22.0903	18.5004	18.5004	18.5004	18.5004	20.0219	1.05E-04	-92.706	21.6584	19.3518	20.9941	19.3482	19.3445	19.3482	19.3445	11.1899	0.00E+00	0	11.1932	11.1845	11.1845	11.1858	11.1849	11.1858	11.1849
2392	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.2255	1035.05	-324.77	25.5592	18.5474	24.2195	18.5474	18.5474	18.5474	18.5474	21.0111	2.80E+03	-134.33	26.6065	19.3504	21.645	19.3467	19.3429	19.3467	19.3429	11.2039	0.00E+00	0	11.2086	11.197	11.1969	11.1982	11.1974	11.1982	11.1974
2393	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.8951	-0.743026	-315.964	24.691	18.6056	24.2214	18.6056	18.6056	18.6056	18.6056	21.0784	-5.60E-01	-221.687	24.1719	19.5037	23.4141	19.4988	19.4943	19.4988	19.4943	11.2205	0.00E+00	0	11.2261	11.2125	11.2124	11.2137	11.2129	11.2137	11.2129
2394	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.6376	-0.0797955	-276.642	24.1453	18.6107	23.5251	18.6107	18.6107	18.6107	18.6107	20.7543	-4.22E-02	-174.627	23.3655	19.5439	22.652	19.5389	19.5344	19.5389	19.5344	11.2385	0.00E+00	0	11.2446	11.23	11.2299	11.2312	11.2304	11.2312	11.2304
2395	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.4543	-0.0292091	-250.078	23.7456	18.6032	23.0419	18.6032	18.6032	18.6032	18.6032	20.5406	3.40E-04	-143.204	22.8572	19.5283	22.0722	19.5236	19.5192	19.5236	19.5192	11.2573	0.00E+00	0	11.2636	11.2485	11.2483	11.2497	11.2489	11.2497	11.2489
2396	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3156	-0.0121303	-231.198	23.4267	18.5929	22.6941	18.5929	18.5929	18.5929	18.5929	20.3929	9.11E-05	-123.969	22.4967	19.5035	21.7023	19.4991	19.4949	19.4991	19.4949	11.2763	0.00E+00	0	11.2827	11.2674	11.2672	11.2686	11.2678	11.2686	11.2678
2397	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.2024	-0.00240172	-216.641	23.1539	18.5822	22.4239	18.5822	18.5822	18.5822	18.5822	20.2809	1.00E-04	-110.948	22.2138	19.4782	21.4442	19.474	19.47	19.474	19.47	11.2952	0.00E+00	0	11.3016	11.2864	11.2862	11.2876	11.2868	11.2876	11.2868
2398	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1033	0.000112139	-204.578	22.9089	18.5706	22.1977	18.5706	18.5706	18.5706	18.5706	20.188	1.02E-04	-101.16	21.9742	19.4533	21.2449	19.4494	19.4455	19.4494	19.4455	11.3133	0.00E+00	0	11.3191	11.305	11.3048	11.3062	11.3054	11.3062	11.3054
2399	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0124	74.5327	-194.032	23.6729	18.5577	21.9977	18.5577	18.5577	18.5577	18.5577	20.1058	1.04E-04	-93.1699	21.7613	19.4283	21.0779	19.4246	19.4209	19.4246	19.4209	11.3285	0.00E+00	0	11.333	11.3216	11.3215	11.3229	11.322	11.3229	11.322
2400	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.2577	2479.88	-269.495	26.1976	18.5732	23.2444	18.5732	18.5732	18.5732	18.5732	20.03	0.000105646	-86.2677	21.5667	19.4029	20.9301	19.3994	19.3957	19.3994	19.3957	11.3391	0.00E+00	0	11.3416	11.3344	11.3343	11.3356	11.3348	11.3356	11.3348
2401	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.0508	-0.510491	-329.477	24.9374	18.6557	24.5009	18.6557	18.6557	18.6557	18.6557	20.7513	2499.24	-108.704	27.3262	19.3916	21.2539	19.3882	19.3846	19.3882	19.3846	11.3444	0.00E+00	0	11.3449	11.3421	11.3421	11.3434	11.3425	11.3434	11.3425
2402	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.7589	0.15231	-285.882	24.3075	18.6749	23.7555	18.6749	18.6749	18.6749	18.6749	21.1834	366.227	-219.935	24.337	19.5404	23.3917	19.5357	19.5314	19.5357	19.5314	11.3449	0.00E+00	0	11.3436	11.3447	11.3447	11.346	11.3451	11.346	11.3451
2403	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.5507	0.0182212	-255.222	23.8625	18.6696	23.2013	18.6696	18.6696	18.6696	18.6696	20.8377	-0.146104	-178.713	23.4437	19.6061	22.7882	19.6011	19.5966	19.6011	19.5966	11.3414	0.00E+00	0	11.3385	11.343	11.343	11.3442	11.3434	11.3442	11.3434
2404	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3954	-0.0176351	-234.062	23.5167	18.6572	22.8103	18.6572	18.6572	18.6572	18.6572	20.6057	-0.0446781	-144.147	22.8963	19.5932	22.1553	19.5886	19.5842	19.5886	19.5842	11.3343	0.00E+00	0	11.3302	11.3375	11.3376	11.3387	11.3379	11.3387	11.3379
2405	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.2705	-0.00900127	-218.289	23.2272	18.6422	22.5139	18.6422	18.6422	18.6422	18.6422	20.4453	-0.0079749	-123.454	22.5145	19.5654	21.7562	19.5611	19.557	19.5611	19.557	11.3244	0.00E+00	0	11.3191	11.3288	11.3289	11.33	11.3292	11.33	11.3292
2406	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1627	-0.000278186	-205.576	22.971	18.6258	22.2712	18.6258	18.6258	18.6258	18.6258	20.3238	2.47E-05	-109.749	22.2196	19.5347	21.4802	19.5306	19.5266	19.5306	19.5266	11.312	0.00E+00	0	11.3058	11.3174	11.3177	11.3187	11.3178	11.3187	11.3178
2407	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0648	0.000144685	-194.687	22.7358	18.6079	22.06	18.6079	18.6079	18.6079	18.6079	20.2234	0.00010149	-99.687	21.9727	19.5034	21.2696	19.4996	19.4957	19.4996	19.4957	11.2979	0.00E+00	0	11.291	11.304	11.3042	11.3052	11.3044	11.3052	11.3044
2408	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3707	1670.71	-195.219	27.2484	18.59	22.0201	18.59	18.59	18.59	18.59	20.1346	0.000104069	-91.605	21.7545	19.4718	21.0944	19.4682	19.4645	19.4682	19.4645	11.2825	0.00E+00	0	11.2752	11.2891	11.2894	11.2904	11.2895	11.2904	11.2895
2409	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.2505	902.233	-320.94	25.4233	18.6419	24.2517	18.6419	18.6419	18.6419	18.6419	20.0524	0.00010572	-84.7457	21.555	19.4397	20.9406	19.4363	19.4326	19.4363	19.4326	11.2664	0.00E+00	0	11.259	11.2734	11.2737	11.2746	11.2737	11.2746	11.2737
2410	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.912	-0.205434	-306.758	24.5795	18.6941	24.1476	18.6941	18.6941	18.6941	18.6941	20.3646	1783.61	-88.3076	26.4856	19.4102	20.9436	19.4069	19.4034	19.4069	19.4034	11.2504	0.00E+00	0	11.2431	11.2572	11.2576	11.2585	11.2576	11.2585	11.2576
2411	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.6529	-0.0784078	-268.062	24.0406	18.6926	23.4554	18.6926	18.6926	18.6926	18.6926	21.2956	1154.14	-210.632	24.6661	19.5231	23.1714	19.5187	19.5146	19.5187	19.5146	11.2353	0.00E+00	0	11.2284	11.2416	11.2419	11.2428	11.242	11.2428	11.242
2412	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.4676	0.0551765	-242.105	23.6463	18.6787	22.9765	18.6787	18.6787	18.6787	18.6787	20.9245	-0.126094	-189.863	23.6156	19.6227	23.004	19.6177	19.6132	19.6177	19.6132	11.222	0.00E+00	0	11.2159	11.2274	11.2278	11.2287	11.2279	11.2287	11.2279
2413	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3278	-0.00408647	-223.701	23.3336	18.6632	22.6318	18.6632	18.6632	18.6632	18.6632	20.6661	-0.0223303	-150.262	23.0078	19.6164	22.2886	19.6117	19.6073	19.6117	19.6073	11.211	0.00E+00	0	11.2059	11.2154	11.2157	11.2166	11.2158	11.2166	11.2158
2414	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.2155	-8.37E-05	-209.559	23.07	18.6491	22.3654	18.6491	18.6491	18.6491	18.6491	20.4947	0.000227191	-126.873	22.602	19.5917	21.8437	19.5873	19.5831	19.5873	19.5831	11.2025	0.00E+00	0	11.1984	11.2058	11.2061	11.207	11.2062	11.207	11.2062
2415	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1212	8.98E-05	-197.869	22.8387	18.6377	22.1458	18.6377	18.6377	18.6377	18.6377	20.373	9.78E-05	-111.888	22.3029	19.5662	21.5496	19.5621	19.5581	19.5621	19.5581	11.1966	0.00E+00	0	11.1934	11.1987	11.1989	11.1999	11.1991	11.1999	11.1991
2416	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0396	9.71E-05	-187.667	22.63	18.6296	21.9562	18.6296	18.6296	18.6296	18.6296	20.2807	0.000101566	-101.202	22.0639	19.5446	21.337	19.5408	19.5369	19.5408	19.5369	11.1931	0.00E+00	0	11.1909	11.1941	11.1943	11.1953	11.1944	11.1953	11.1944
2417	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.5678	2016.91	-197.431	27.6112	18.6282	22.0802	18.6282	18.6282	18.6282	18.6282	20.2063	0.000103292	-92.8155	21.8608	19.5277	21.1705	19.524	19.5203	19.524	19.5203	11.1921	0.00E+00	0	11.191	11.1919	11.1922	11.1932	11.1923	11.1932	11.1923
2418	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.1999	478.919	-319.724	25.176	18.7073	24.3148	18.7073	18.7073	18.7073	18.7073	20.1431	0.000104801	-85.7534	21.6812	19.5143	21.0315	19.5108	19.5072	19.5108	19.5072	11.1936	0.00E+00	0	11.1935	11.1924	11.1926	11.1936	11.1928	11.1936	11.1928
2419	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.8957	-0.261981	-292.468	24.4366	18.7697	23.9678	18.7697	18.7697	18.7697	18.7697	20.0875	0.000106154	-79.5358	21.5184	19.5033	20.9102	19.5001	19.4966	19.5001	19.4966	11.1971	0.00E+00	0	11.1975	11.195	11.1952	11.1962	11.1954	11.1962	11.1954
2420	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.6766	0.0688305	-256.715	23.956	18.788	23.3469	18.788	18.788	18.788	18.788	20.0368	0.000107393	-73.9176	21.3674	19.4938	20.8011	19.4907	19.4873	19.4907	19.4873	11.2009	0.00E+00	0	11.2014	11.1988	11.1989	11.2	11.1992	11.2	11.1992
2421	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.5231	0.00413452	-232.551	23.6012	18.795	22.9213	18.795	18.795	18.795	18.795	20.3952	1826.07	-78.9159	26.4247	19.4878	20.8518	19.4848	19.4815	19.4848	19.4815	11.2038	0.00E+00	0	11.2037	11.2022	11.2024	11.2035	11.2026	11.2035	11.2026
2422	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.4061	0.00012062	-215.323	23.3145	18.7969	22.6156	18.7969	18.7969	18.7969	18.7969	21.2572	962.258	-198.114	24.3328	19.621	23.0536	19.617	19.613	19.617	19.613	11.2046	0.00E+00	0	11.2038	11.2041	11.2042	11.2053	11.2044	11.2053	11.2044
2423	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3085	9.12E-05	-201.939	23.0665	18.7951	22.3754	18.7951	18.7951	18.7951	18.7951	20.9201	-0.202404	-173.768	23.3798	19.7262	22.8206	19.7217	19.7174	19.7217	19.7174	11.203	0.00E+00	0	11.2011	11.2036	11.2038	11.2048	11.204	11.2048	11.204
2424	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.2212	9.53E-05	-190.797	22.8419	18.7897	22.1721	18.7897	18.7897	18.7897	18.7897	20.6885	-0.134716	-137.145	22.8231	19.7289	22.1675	19.7246	19.7205	19.7246	19.7205	11.1984	0.00E+00	0	11.1954	11.2004	11.2006	11.2016	11.2008	11.2016	11.2008
2425	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1394	9.72E-05	-181.013	22.6322	18.7812	21.9901	18.7812	18.7812	18.7812	18.7812	20.5322	0.15371	-115.626	22.4476	19.7096	21.762	19.7056	19.7017	19.7056	19.7017	11.1909	0.00E+00	0	11.1866	11.1941	11.1944	11.1953	11.1945	11.1953	11.1945
2426	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0605	9.88E-05	-172.125	22.4328	18.7696	21.821	18.7696	18.7696	18.7696	18.7696	20.4164	0.0322221	-101.814	22.1651	19.6844	21.4896	19.6807	19.6769	19.6807	19.6769	11.1804	0.00E+00	0	11.175	11.1849	11.1852	11.1862	11.1853	11.1862	11.1853
2427	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3636	1662.98	-173.466	27.0233	18.7563	21.8018	18.7563	18.7563	18.7563	18.7563	20.3217	0.0017957	-92.0698	21.9316	19.6569	21.2883	19.6534	19.6498	19.6534	19.6498	11.1671	0.00E+00	0	11.1606	11.1729	11.1732	11.1741	11.1733	11.1741	11.1733
2428	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.3237	1000.08	-304.118	25.3038	18.8123	24.1182	18.8123	18.8123	18.8123	18.8123	20.2381	0.000104342	-84.4103	21.7267	19.6281	21.1233	19.6248	19.6213	19.6248	19.6213	11.151	0.00E+00	0	11.1435	11.1581	11.1585	11.1594	11.1585	11.1594	11.1585
2429	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.987	-0.187383	-293.558	24.4477	18.8709	24.0908	18.8709	18.8709	18.8709	18.8709	20.161	0.000105885	-77.9501	21.5409	19.598	20.9786	19.5949	19.5915	19.5949	19.5915	11.1321	0.00E+00	0	11.1234	11.1405	11.1409	11.1417	11.1409	11.1417	11.1409
2430	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.7271	-0.034451	-254.438	23.9104	18.8719	23.3937	18.8719	18.8719	18.8719	18.8719	20.0881	0.000107301	-72.2832	21.3683	19.5669	20.8471	19.564	19.5607	19.564	19.5607	11.1102	0.00E+00	0	11.1003	11.1199	11.1204	11.1212	11.1203	11.1212	11.1203
2431	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.5408	0.000922287	-228.506	23.5184	18.8571	22.9143	18.8571	18.8571	18.8571	18.8571	20.0177	0.000108627	-67.1561	21.2059	19.5348	20.7243	19.532	19.5288	19.532	19.5288	11.0856	0.00E+00	0	11.0748	11.0965	11.097	11.0977	11.0969	11.0977	11.0969
2432	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3976	-2.63E-05	-210.395	23.2069	18.837	22.5705	18.837	18.837	18.837	18.837	21.0797	2773.25	-115.022	25.8243	19.5347	21.4829	19.5318	19.5285	19.5318	19.5285	11.0594	0.00E+00	0	11.048	11.0709	11.0715	11.0722	11.0713	11.0722	11.0713
2433	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.2793	9.51E-05	-196.685	22.9428	18.8147	22.3037	18.8147	18.8147	18.8147	18.8147	21.072	-0.467827	-198.489	23.7408	19.683	23.1897	19.6789	19.6748	19.6789	19.6748	11.0324	0.00E+00	0	11.0208	11.0442	11.0448	11.0454	11.0446	11.0454	11.0446
