Zeit [h]	Variante 11.1 Raumlufttemperatur [C]	Variante 11.1 Strahlungstemperatur [C]	Variante 11.1 Trans.Strahlung.Fenster [W]	Variante 11.2 Raumlufttemperatur [C]	Variante 11.2 Strahlungstemperatur [C]	Variante 11.2 Heizleistung [W]	Variante 11.2 Trans.Strahlung.Fenster [W]	Variante 11.3 Raumlufttemperatur [C]	Variante 11.3 Strahlungstemperatur [C]	Variante 11.3 Heizleistung [W]	Variante 11.3 Trans.Strahlung.Fenster [W]	Variante 11.4 Raumlufttemperatur [C]	Variante 11.4 Strahlungstemperatur [C]	Variante 11.4 Heizleistung [W]	Variante 11.4 Trans.Strahlung.Fenster [W]	Variante 11.5 Raumlufttemperatur [C]	Variante 11.5 Strahlungstemperatur [C]	Variante 11.5 Heizleistung [W]	Variante 11.5 Trans.Strahlung.Fenster [W]	Variante 11.6 Raumlufttemperatur [C]	Variante 11.6 Strahlungstemperatur [C]	Variante 11.6 Heizleistung [W]	Variante 11.6 Trans.Strahlung.Fenster [W]
4209	27.4737	27.4866	467.759	27.4749	27.4878	0	467.759	24.0193	24.0275	0	390.231	27.3211	26.4938	0	390.231	24.0637	23.4694	0	390.231	24.0789	23.4694	0	390.231
4210	27.7744	27.8012	835.315	27.7756	27.8024	0	835.315	24.1686	24.1837	0	501.343	27.5294	26.6897	0	501.343	24.3291	23.6852	0	501.343	24.3179	23.6852	0	501.343
4211	28.2751	28.3103	1194.19	28.2763	28.3116	0	1194.19	24.4846	24.5084	0	716.518	27.8722	27.0409	0	716.518	24.7653	24.0585	0	716.518	24.7152	24.0585	0	716.518
4212	28.675	28.6943	1206.56	28.6762	28.6955	0	1206.56	24.7521	24.7641	0	723.939	27.9878	27.2965	0	723.939	24.9759	24.339	0	723.939	24.9294	24.339	0	723.939
4213	29.0329	29.0587	1457.31	29.0342	29.0599	0	1457.31	24.9698	24.9853	0	874.389	28.198	27.5224	0	874.389	25.2111	24.5824	0	874.389	25.1166	24.5824	0	874.389
4214	29.3675	29.3834	1427.56	29.3687	29.3846	0	1427.56	25.1781	25.1886	0	856.536	28.5889	27.7557	0	856.536	25.6201	24.8302	0	856.536	25.3399	24.8302	0	856.536
4215	29.4861	29.4855	1115.92	29.4873	29.4867	0	1115.92	25.2604	25.2604	0	669.55	28.706	27.8505	0	669.55	25.7626	24.9395	0	669.55	25.3605	24.9395	0	669.55
4216	29.3619	29.3477	681.684	29.3631	29.3489	0	681.684	25.1866	25.1778	0	409.011	28.6502	27.7857	0	409.011	25.7102	24.8865	0	409.011	25.2254	24.8865	0	409.011
4217	29.1123	29.0958	346.961	29.1135	29.097	0	346.961	25.0411	25.0337	0	249.068	28.2497	27.6246	0	249.068	25.3084	24.7355	0	249.068	24.8306	24.7355	0	249.068
4218	28.9047	28.8941	233.459	28.9059	28.8953	0	233.459	24.9673	24.9629	0	233.459	27.792	27.5036	0	233.459	24.8503	24.624	0	233.459	24.4159	24.624	0	233.459
4219	28.7508	28.7406	165.874	28.7519	28.7418	0	165.874	24.8843	24.8777	0	165.874	27.3859	27.3584	0	165.874	24.4347	24.4869	0	165.874	24.031	24.4869	0	165.874
4220	28.5864	28.5749	88.1456	28.5876	28.576	0	88.1456	24.765	24.7559	0	88.1456	27.2129	27.2022	0	88.1456	24.2241	24.3348	0	88.1456	23.8688	24.3348	0	88.1456
4221	28.4102	28.3993	12.9485	28.4113	28.4005	0	12.9485	24.6212	24.6122	0	12.9485	27.0474	27.0372	0	12.9485	23.5465	24.1219	0	12.9485	23.7413	24.1219	0	12.9485
4222	28.2676	28.2598	0.0115221	28.2687	28.2609	0	0.0115221	24.504	24.4977	0	0.0115221	26.9136	26.9063	0	0.0115221	23.2102	23.9496	0	0.0115221	23.629	23.9496	0	0.0115221
4223	28.1542	28.1471	3.62788e-05	28.1553	28.1482	0	3.62788e-05	24.412	24.4061	0	3.62787e-05	26.8077	26.8011	0	3.62787e-05	22.9418	23.8096	0	3.62787e-05	23.5314	23.8096	0	3.62787e-05
4224	28.0555	28.0498	1.12587e-07	28.0567	28.051	0	1.12587e-07	24.3321	24.3276	0	1.12851e-07	26.7157	26.7105	0	1.12851e-07	22.7066	23.6852	0	1.12851e-07	23.4418	23.6852	0	1.12851e-07
4225	27.9671	27.9611	0	27.9683	27.9623	0	0	24.2611	24.2562	0	-1.32455e-10	26.6335	26.6279	0	-1.32455e-10	22.503	23.5711	0	-1.32455e-10	23.3593	23.5711	0	-1.32455e-10
4226	27.8726	27.8663	0	27.8737	27.8674	0	0	24.183	24.1777	0	0	26.5449	26.5389	0	0	22.2744	23.4479	0	0	23.2655	23.4479	0	0
4227	27.7888	27.7844	0	27.7899	27.7855	0	0	24.1152	24.1118	0	0	26.4668	26.4628	0	0	22.0955	23.3393	0	0	23.1848	23.3393	0	0
4228	27.7244	27.7204	4.50184	27.7255	27.7216	0	4.50184	24.0663	24.0634	0	4.50184	26.408	26.4044	0	4.50184	21.9981	23.2562	0	4.50184	23.1293	23.2562	0	4.50184
4229	27.6842	27.6831	61.3804	27.6853	27.6843	0	61.3804	24.0415	24.0415	0	61.3804	26.3733	26.3726	0	61.3804	21.9303	23.2023	0	61.3804	23.0998	23.2023	0	61.3804
4230	27.7034	27.7067	155.894	27.7046	27.7078	0	155.894	24.076	24.0802	0	155.894	26.398	26.4017	0	155.894	21.967	23.2147	0	155.894	23.1348	23.2147	0	155.894
4231	27.7672	27.7722	214.166	27.7683	27.7733	0	214.166	24.1548	24.1608	0	214.166	26.7388	26.5059	0	214.166	23.2538	23.4056	0	214.166	23.4207	23.4056	0	214.166
4232	27.8763	27.8866	281.777	27.8774	27.8877	0	281.777	24.2782	24.2885	0	270.352	27.2517	26.6897	0	270.352	23.9245	23.6405	0	270.352	23.8665	23.6405	0	270.352
4233	28.0926	28.1112	523.289	28.0937	28.1123	0	523.289	24.4175	24.4273	0	313.974	27.7191	26.8938	0	313.974	24.4848	23.8758	0	313.974	24.3021	23.8758	0	313.974
4234	28.4681	28.4979	928.127	28.4692	28.499	0	928.127	24.6469	24.6658	0	556.876	28.0079	27.172	0	556.876	24.8523	24.1795	0	556.876	24.6391	24.1795	0	556.876
4235	28.9552	28.9877	1269.34	28.9563	28.9888	0	1269.34	24.9582	24.9791	0	761.606	28.346	27.5117	0	761.606	25.264	24.5423	0	761.606	25.0157	24.5423	0	761.606
4236	29.4339	29.4626	1482.69	29.435	29.4637	0	1482.69	25.2639	25.282	0	889.616	28.5001	27.8147	0	889.616	25.481	24.8667	0	889.616	25.1528	24.8667	0	889.616
4237	29.8276	29.8496	1526.11	29.8287	29.8507	0	1526.11	25.5149	25.5292	0	915.663	28.7433	28.0664	0	915.663	25.7664	25.1368	0	915.663	25.3157	25.1368	0	915.663
4238	30.0608	30.0684	1347.94	30.0619	30.0695	0	1347.94	25.666	25.6709	0	808.766	29.0768	28.238	0	808.766	26.1225	25.3241	0	808.766	25.5305	25.3241	0	808.766
4239	30.064	30.0573	1006	30.0651	30.0584	0	1006	25.6663	25.6619	0	603.603	29.1121	28.2521	0	603.603	26.155	25.3497	0	603.603	25.4927	25.3497	0	603.603
4240	29.9038	29.8913	628.533	29.9049	29.8924	0	628.533	25.5673	25.5601	0	377.12	29.0311	28.1682	0	377.12	26.0685	25.2751	0	377.12	25.3503	25.2751	0	377.12
4241	29.7311	29.7216	359.777	29.7322	29.7227	0	359.777	25.4833	25.4816	0	242.431	28.6916	28.0726	0	242.431	25.7693	25.1928	0	242.431	25.0481	25.1928	0	242.431
4242	29.5841	29.574	240.841	29.5852	29.5751	0	240.841	25.4654	25.462	0	240.841	28.2907	28.0028	0	240.841	25.4082	25.1386	0	240.841	24.7183	25.1386	0	240.841
4243	29.4407	29.4316	190.845	29.4417	29.4327	0	190.845	25.3953	25.3899	0	190.845	27.8971	27.8709	0	190.845	25.0034	25.0168	0	190.845	24.3551	25.0168	0	190.845
4244	29.2791	29.2672	96.1418	29.2802	29.2683	0	96.1418	25.2799	25.2705	0	96.1418	27.7281	27.717	0	96.1418	24.7963	24.8684	0	96.1418	24.13	24.8684	0	96.1418
4245	29.1011	29.0905	11.5884	29.1021	29.0916	0	11.5884	25.1353	25.1266	0	11.5884	27.5616	27.5517	0	11.5884	24.2277	24.6678	0	11.5884	23.9352	24.6678	0	11.5884
4246	28.9573	28.9488	-0.0208428	28.9584	28.9499	0	-0.0208428	25.0177	25.0107	0	-0.0208428	27.4274	27.4195	0	-0.0208428	23.8976	24.5019	0	-0.0208428	23.849	24.5019	0	-0.0208428
4247	28.8414	28.8348	-2.31176e-05	28.8424	28.8358	0	-2.31176e-05	24.9238	24.9185	0	-2.31169e-05	27.3197	27.3136	0	-2.31169e-05	23.6145	24.3634	0	-2.31169e-05	23.7734	24.3634	0	-2.31169e-05
4248	28.7453	28.7392	-2.14842e-07	28.7463	28.7402	0	-2.14842e-07	24.8472	24.8424	0	-2.14577e-07	27.231	27.2254	0	-2.14577e-07	23.3821	24.2444	0	-2.14577e-07	23.7039	24.2444	0	-2.14577e-07
4249	28.664	28.6596	5.96046e-08	28.6651	28.6606	0	5.96046e-08	24.7841	24.7807	0	5.97371e-08	27.1567	27.1526	0	5.97371e-08	23.2006	24.1434	0	5.97371e-08	23.6436	24.1434	0	5.97371e-08
4250	28.5796	28.5728	0	28.5806	28.5738	0	0	24.7168	24.7111	0	0	27.0788	27.0725	0	0	23.0033	24.0351	0	0	23.5728	24.0351	0	0
4251	28.4878	28.4831	0	28.4888	28.4841	0	0	24.6417	24.638	0	0	26.9935	26.9892	0	0	22.7828	23.9187	0	0	23.4896	23.9187	0	0
4252	28.4202	28.4161	2.99078	28.4213	28.4172	0	2.99078	24.5904	24.5874	0	2.99078	26.9322	26.9285	0	2.99078	22.6645	23.8325	0	2.99078	23.4365	23.8325	0	2.99078
4253	28.3827	28.3821	61.2405	28.3837	28.3831	0	61.2405	24.569	24.5694	0	61.2405	26.9009	26.9007	0	61.2405	22.5987	23.7832	0	61.2405	23.4162	23.7832	0	61.2405
4254	28.3961	28.3984	138.678	28.3971	28.3994	0	138.678	24.5982	24.6015	0	138.678	26.9205	26.9231	0	138.678	22.6277	23.7902	0	138.678	23.4511	23.7902	0	138.678
4255	28.4508	28.4557	197.158	28.4518	28.4567	0	197.158	24.6688	24.6747	0	197.158	27.2532	27.02	0	197.158	23.8406	23.9676	0	197.158	23.7332	23.9676	0	197.158
4256	28.5709	28.5826	277.078	28.5719	28.5836	0	277.078	24.8045	24.8171	0	274.18	27.7787	27.2185	0	274.18	24.5226	24.215	0	274.18	24.1995	24.215	0	274.18
4257	28.8047	28.8242	519.406	28.8057	28.8252	0	519.406	24.9676	24.9778	0	311.624	28.2712	27.4447	0	311.624	25.1174	24.4729	0	311.624	24.669	24.4729	0	311.624
4258	29.1932	29.2238	921.427	29.1942	29.2248	0	921.427	25.2086	25.2284	0	552.856	28.5698	27.7348	0	552.856	25.5032	24.7898	0	552.856	25.0157	24.7898	0	552.856
4259	29.6764	29.707	1224.89	29.6774	29.708	0	1224.89	25.5223	25.5422	0	734.933	28.9103	28.075	0	734.933	25.9241	25.1546	0	734.933	25.309	25.1546	0	734.933
4260	30.1101	30.1369	1380.58	30.1111	30.1379	0	1380.58	25.8047	25.822	0	828.347	29.0417	28.355	0	828.347	26.1233	25.4573	0	828.347	25.4221	25.4573	0	828.347
4261	30.5209	30.5454	1520.74	30.5219	30.5464	0	1520.74	26.0689	26.0846	0	912.444	29.2976	28.6222	0	912.444	26.4232	25.7443	0	912.444	25.6294	25.7443	0	912.444
4262	30.7806	30.7897	1353.94	30.7816	30.7907	0	1353.94	26.2375	26.2435	0	812.361	29.6492	28.8111	0	812.361	26.7953	25.9495	0	812.361	25.8793	25.9495	0	812.361
4263	30.8282	30.8266	1029.43	30.8292	30.8275	0	1029.43	26.2771	26.277	0	617.656	29.7231	28.8676	0	617.656	26.8878	26.0205	0	617.656	25.9008	26.0205	0	617.656
4264	30.743	30.7336	707.467	30.744	30.7346	0	707.467	26.2367	26.2315	0	424.48	29.7007	28.8398	0	424.48	26.8822	26.0067	0	424.48	25.8342	26.0067	0	424.48
4265	30.55	30.5352	381.729	30.551	30.5361	0	381.729	26.1325	26.1265	0	265.289	29.341	28.7178	0	265.289	26.5336	25.8974	0	265.289	25.5046	25.8974	0	265.289
4266	30.3529	30.3426	238.814	30.3539	30.3436	0	238.814	26.0746	26.0709	0	238.814	28.9004	28.612	0	238.814	26.1013	25.8036	0	238.814	25.1246	25.8036	0	238.814
4267	30.1965	30.1858	163.82	30.1975	30.1868	0	163.82	25.9927	25.9857	0	163.82	28.4951	28.4669	0	163.82	25.6856	25.6682	0	163.82	24.7494	25.6682	0	163.82
4268	30.0187	30.0061	86.9112	30.0197	30.007	0	86.9112	25.8622	25.8522	0	86.9112	28.3107	28.2989	0	86.9112	25.4504	25.5043	0	86.9112	24.5046	25.5043	0	86.9112
4269	29.8331	29.8223	13.4185	29.8341	29.8232	0	13.4185	25.711	25.7021	0	13.4185	28.1377	28.1275	0	13.4185	24.8729	25.2969	0	13.4185	24.2637	25.2969	0	13.4185
4270	29.6851	29.6764	0.00940141	29.6861	29.6774	0	0.00940141	25.5901	25.583	0	0.00940141	28.0001	27.992	0	0.00940141	24.5123	25.1243	0	0.00940141	24.067	25.1243	0	0.00940141
4271	29.5535	29.5449	6.39142e-05	29.5544	29.5458	0	6.39142e-05	25.4813	25.4741	0	6.39142e-05	27.8774	27.8694	0	6.39142e-05	24.1575	24.9621	0	6.39142e-05	23.9241	24.9621	0	6.39142e-05
4272	29.4374	29.431	7.65589e-08	29.4383	29.432	0	7.65589e-08	25.3855	25.3804	0	7.66913e-08	27.7695	27.7636	0	7.66913e-08	23.8412	24.8143	0	7.66913e-08	23.8576	24.8143	0	7.66913e-08
4273	29.3188	29.3093	0	29.3197	29.3103	0	0	25.2857	25.2774	0	0	27.6585	27.6495	0	0	23.5048	24.6554	0	0	23.7722	24.6554	0	0
4274	29.1967	29.1908	0	29.1976	29.1917	0	0	25.1814	25.1767	0	0	27.5437	27.5383	0	0	23.1617	24.4925	0	0	23.6672	24.4925	0	0
4275	29.1011	29.094	0	29.102	29.095	0	0	25.1031	25.0972	0	0	27.4552	27.4486	0	0	22.9331	24.3597	0	0	23.5879	24.3597	0	0
4276	28.9947	28.9884	5.36235	28.9956	28.9893	0	5.36235	25.0137	25.0084	0	5.36235	27.3557	27.3498	0	5.36235	22.6702	24.215	0	5.36235	23.4905	24.215	0	5.36235
4277	28.9296	28.9276	63.247	28.9306	28.9286	0	63.247	24.9653	24.9644	0	63.247	27.2975	27.296	0	63.247	22.5079	24.1196	0	63.247	23.4384	24.1196	0	63.247
4278	28.9282	28.93	132.955	28.9291	28.9309	0	132.955	24.9804	24.9833	0	132.955	27.3028	27.3051	0	132.955	22.5147	24.0997	0	132.955	23.46	24.0997	0	132.955
4279	28.9917	28.9981	202.106	28.9926	28.999	0	202.106	25.0603	25.0678	0	202.106	27.6447	27.4133	0	202.106	24.0623	24.3131	0	202.106	23.7598	24.3131	0	202.106
4280	29.1242	29.1359	282.528	29.1252	29.1368	0	282.528	25.2091	25.2215	0	277.696	28.1828	27.6231	0	277.696	24.8072	24.585	0	277.696	24.2485	24.585	0	277.696
4281	29.3544	29.3734	539.264	29.3553	29.3743	0	539.264	25.3648	25.3742	0	323.558	28.6675	27.8411	0	323.558	25.399	24.8386	0	323.558	24.7143	24.8386	0	323.558
4282	29.7336	29.7635	958.74	29.7345	29.7644	0	958.74	25.5912	25.6099	0	575.244	28.9526	28.1165	0	575.244	25.7631	25.1408	0	575.244	25.0487	25.1408	0	575.244
4283	30.2094	30.2403	1310.98	30.2103	30.2412	0	1310.98	25.8859	25.9049	0	786.586	29.2741	28.4378	0	786.586	26.1434	25.484	0	786.586	25.3195	25.484	0	786.586
4284	30.6855	30.7157	1546.3	30.6864	30.7166	0	1546.3	26.1812	26.2002	0	927.778	29.4169	28.7331	0	927.778	26.3349	25.7976	0	927.778	25.439	25.7976	0	927.778
4285	31.0954	31.1179	1586.57	31.0963	31.1188	0	1586.57	26.4425	26.457	0	951.941	29.6712	28.9946	0	951.941	26.6366	26.0765	0	951.941	25.6447	26.0765	0	951.941
4286	31.3517	31.3622	1434.51	31.3526	31.3631	0	1434.51	26.6094	26.6163	0	860.704	30.0197	29.1837	0	860.704	27.0154	26.2807	0	860.704	25.898	26.2807	0	860.704
4287	31.4254	31.4244	1135.91	31.4263	31.4252	0	1135.91	26.6631	26.6631	0	681.547	30.1092	29.2537	0	681.547	27.1291	26.3641	0	681.547	25.9392	26.3641	0	681.547
4288	31.3084	31.2953	695.003	31.3093	31.2962	0	695.003	26.6035	26.5963	0	417.002	30.0675	29.2047	0	417.002	27.1139	26.3284	0	417.002	25.859	26.3284	0	417.002
4289	31.0684	31.052	358.965	31.0693	31.0529	0	358.965	26.468	26.4597	0	234.425	29.6767	29.051	0	234.425	26.7477	26.1878	0	234.425	25.5073	26.1878	0	234.425
4290	30.8668	30.8568	241.228	30.8676	30.8577	0	241.228	26.4021	26.3996	0	241.228	29.2265	28.9406	0	241.228	26.313	26.0892	0	241.228	25.1264	26.0892	0	241.228
4291	30.7163	30.7061	162.612	30.7171	30.707	0	162.612	26.332	26.3257	0	162.612	28.8341	28.8069	0	162.612	25.9281	25.9665	0	162.612	24.7752	25.9665	0	162.612
4292	30.5415	30.5286	84.2275	30.5423	30.5295	0	84.2275	26.2071	26.1969	0	84.2275	28.6556	28.6437	0	84.2275	25.7133	25.8089	0	84.2275	24.5471	25.8089	0	84.2275
4293	30.3443	30.3322	11.8192	30.3452	30.3331	0	11.8192	26.0461	26.036	0	11.8192	28.4727	28.4614	0	11.8192	25.0121	25.5788	0	11.8192	24.3013	25.5788	0	11.8192
4294	30.1925	30.1849	-0.012539	30.1934	30.1858	0	-0.012539	25.9226	25.9167	0	-0.012539	28.3327	28.3257	0	-0.012539	24.6527	25.3995	0	-0.012539	24.1079	25.3995	0	-0.012539
4295	30.0881	30.0819	0.000884786	30.089	30.0827	0	0.000884786	25.8421	25.8373	0	0.000884787	28.2384	28.2327	0	0.000884787	24.4306	25.2748	0	0.000884787	23.9783	25.2748	0	0.000884787
4296	29.9953	29.9894	-1.46241e-05	29.9962	29.9902	0	-1.46241e-05	25.7705	25.7659	0	-1.46241e-05	28.1546	28.1492	0	-1.46241e-05	24.2264	25.1617	0	-1.46241e-05	23.9313	25.1617	0	-1.46241e-05
4297	29.9036	29.8975	-1.62231e-06	29.9045	29.8984	0	-1.62231e-06	25.6984	25.6936	0	-1.62204e-06	28.0713	28.0658	0	-1.62204e-06	24.0172	25.0478	0	-1.62204e-06	23.9018	25.0478	0	-1.62204e-06
4298	29.8162	29.811	1.82788e-07	29.8171	29.8119	0	1.82788e-07	25.6296	25.6256	0	1.82788e-07	27.992	27.9873	0	1.82788e-07	23.8252	24.9387	0	1.82788e-07	23.8566	24.9387	0	1.82788e-07
4299	29.745	29.7409	-9.80165e-09	29.7458	29.7417	0	-9.80165e-09	25.5764	25.5735	0	-1.03315e-08	27.9285	27.925	0	-1.03315e-08	23.7022	24.8509	0	-1.03315e-08	23.8224	24.8509	0	-1.03315e-08
4300	29.6861	29.6824	1.6604	29.6869	29.6833	0	1.6604	25.5352	25.5327	0	1.6604	27.8773	27.8742	0	1.6604	23.633	24.7808	0	1.6604	23.7992	24.7808	0	1.6604
4301	29.6471	29.6459	62.2223	29.6479	29.6467	0	62.2223	25.5136	25.5136	0	62.2223	27.8459	27.8452	0	62.2223	23.5751	24.7342	0	62.2223	23.7926	24.7342	0	62.2223
4302	29.6523	29.6542	136.754	29.6532	29.655	0	136.754	25.5361	25.5391	0	136.754	27.8586	27.861	0	136.754	23.5786	24.7338	0	136.754	23.8297	24.7338	0	136.754
4303	29.7028	29.7075	199.071	29.7036	29.7083	0	199.071	25.6037	25.6095	0	199.071	28.1882	27.9551	0	199.071	24.7814	24.908	0	199.071	24.1175	24.908	0	199.071
4304	29.7999	29.8083	280.175	29.8007	29.8092	0	280.175	25.7178	25.7272	0	277.455	28.6923	28.1289	0	277.455	25.4209	25.1285	0	277.455	24.5616	25.1285	0	277.455
4305	29.9927	30.0107	519.198	29.9935	30.0115	0	519.198	25.8415	25.8502	0	311.499	29.1439	28.3172	0	311.499	25.9432	25.3438	0	311.499	24.9811	25.3438	0	311.499
4306	30.3644	30.3944	929.559	30.3652	30.3952	0	929.559	26.066	26.0851	0	557.736	29.4274	28.5917	0	557.736	26.2996	25.6414	0	557.736	25.2315	25.6414	0	557.736
4307	30.8636	30.8972	1309.06	30.8644	30.8981	0	1309.06	26.3836	26.405	0	785.438	29.7718	28.9381	0	785.438	26.7114	26.009	0	785.438	25.5176	26.009	0	785.438
4308	31.3747	31.4067	1563.77	31.3756	31.4076	0	1563.77	26.7091	26.7295	0	938.262	29.9442	29.2624	0	938.262	26.9435	26.353	0	938.262	25.6959	26.353	0	938.262
4309	31.8178	31.8429	1616.88	31.8186	31.8437	0	1616.88	26.9974	27.0141	0	970.128	30.2261	29.5518	0	970.128	27.2803	26.6612	0	970.128	25.948	26.6612	0	970.128
4310	32.0944	32.1045	1455.6	32.0952	32.1053	0	1455.6	27.1816	27.1881	0	873.359	30.593	29.7558	0	873.359	27.6819	26.8822	0	873.359	26.2301	26.8822	0	873.359
4311	32.1532	32.151	1129.47	32.154	32.1518	0	1129.47	27.2249	27.2242	0	677.681	30.6711	29.8149	0	677.681	27.7749	26.9549	0	677.681	26.2623	26.9549	0	677.681
4312	32.0305	32.0177	700.826	32.0313	32.0185	0	700.826	27.1618	27.1548	0	420.496	30.6259	29.7633	0	420.496	27.7502	26.9167	0	420.496	26.1798	26.9167	0	420.496
4313	31.7982	31.7826	364.485	31.799	31.7834	0	364.485	27.0376	27.0312	0	252.843	30.2471	29.6227	0	252.843	27.3951	26.7896	0	252.843	25.8419	26.7896	0	252.843
4314	31.5955	31.5844	241.832	31.5963	31.5852	0	241.832	26.9762	26.9719	0	241.832	29.8025	29.5134	0	241.832	26.9613	26.6924	0	241.832	25.4647	26.6924	0	241.832
4315	31.4358	31.4258	163.514	31.4366	31.4265	0	163.514	26.8945	26.8884	0	163.514	29.3966	29.3698	0	163.514	26.552	26.5589	0	163.514	25.0972	26.5589	0	163.514
4316	31.2657	31.2532	85.6582	31.2665	31.254	0	85.6582	26.7744	26.7646	0	85.6582	29.223	29.2115	0	85.6582	26.3421	26.4064	0	85.6582	24.8737	26.4064	0	85.6582
4317	31.0802	31.0693	12.798	31.081	31.07	0	12.798	26.6253	26.6165	0	12.798	29.0521	29.042	0	12.798	25.7591	26.2005	0	12.798	24.6424	26.2005	0	12.798
4318	30.9245	30.9149	0.00195761	30.9253	30.9157	0	0.00195761	26.4985	26.4906	0	0.00195761	28.9087	28.8997	0	0.00195761	25.3825	26.02	0	0.00195761	24.4427	26.02	0	0.00195761
4319	30.7839	30.7751	0.000104807	30.7846	30.7759	0	0.000104807	26.3822	26.375	0	0.000104806	28.7786	28.7705	0	0.000104806	25.0048	25.8485	0	0.000104806	24.2541	25.8485	0	0.000104806
4320	30.6629	30.6558	-6.76579e-07	30.6636	30.6566	0	-6.76579e-07	26.283	26.2773	0	-6.76976e-07	28.6672	28.6608	0	-6.76976e-07	24.6795	25.695	0	-6.76976e-07	24.0891	25.695	0	-6.76976e-07
4321	30.5689	30.5637	3.09944e-08	30.5697	30.5645	0	3.09944e-08	26.2093	26.2053	0	3.0862e-08	28.5823	28.5776	0	3.0862e-08	24.4563	25.5738	0	3.0862e-08	23.984	25.5738	0	3.0862e-08
4322	30.4889	30.4836	-5.29819e-10	30.4897	30.4843	0	-5.29819e-10	26.1485	26.1444	0	-5.29819e-10	28.511	28.5062	0	-5.29819e-10	24.291	25.4705	0	-5.29819e-10	23.9722	25.4705	0	-5.29819e-10
4323	30.4181	30.4143	2.6491e-10	30.4189	30.4151	0	2.6491e-10	26.0964	26.0938	0	0	28.4486	28.4454	0	0	24.1715	25.3823	0	0	23.9645	25.3823	0	0
4324	30.3447	30.3387	1.96742	30.3455	30.3394	0	1.96742	26.0413	26.0364	0	1.96742	28.3835	28.378	0	1.96742	24.047	25.2905	0	1.96742	23.9385	25.2905	0	1.96742
4325	30.2796	30.2776	50.1743	30.2804	30.2783	0	50.1743	25.9942	25.9934	0	50.1743	28.3266	28.3251	0	50.1743	23.9021	25.2087	0	50.1743	23.9096	25.2087	0	50.1743
4326	30.2612	30.2607	101.52	30.262	30.2614	0	101.52	25.9937	25.9943	0	101.52	28.3163	28.3163	0	101.52	23.872	25.1779	0	101.52	23.9283	25.1779	0	101.52
4327	30.2533	30.2527	145.255	30.2541	30.2534	0	145.255	26.0035	26.004	0	145.255	28.588	28.3497	0	145.255	25.0986	25.2953	0	145.255	24.1509	25.2953	0	145.255
4328	30.2523	30.2546	220.369	30.2531	30.2553	0	220.369	26.0201	26.0232	0	216.992	28.9938	28.4249	0	216.992	25.5959	25.4134	0	216.992	24.4752	25.4134	0	216.992
4329	30.4171	30.4363	588.538	30.4178	30.437	0	588.538	26.1144	26.1234	0	366.636	29.4168	28.5904	0	366.636	26.031	25.5962	0	366.636	24.8449	25.5962	0	366.636
4330	30.7947	30.8247	970.538	30.7954	30.8255	0	970.538	26.3306	26.3498	0	582.323	29.6922	28.8565	0	582.323	26.3593	25.8778	0	582.323	25.1339	25.8778	0	582.323
4331	31.3029	31.3378	1327.2	31.3036	31.3386	0	1327.2	26.6602	26.683	0	796.32	30.0485	29.2162	0	796.32	26.8022	26.2559	0	796.32	25.4339	26.2559	0	796.32
4332	31.8258	31.8578	1568.81	31.8265	31.8585	0	1568.81	27.0006	27.0213	0	941.284	30.2365	29.5544	0	941.284	27.075	26.6137	0	941.284	25.625	26.6137	0	941.284
4333	32.2494	32.2717	1620.07	32.2502	32.2724	0	1620.07	27.2721	27.2861	0	972.044	30.501	29.8239	0	972.044	27.3944	26.9005	0	972.044	25.8546	26.9005	0	972.044
4334	32.5104	32.5221	1460.86	32.5111	32.5228	0	1460.86	27.4424	27.4506	0	876.518	30.8538	30.0183	0	876.518	27.7846	27.1095	0	876.518	26.123	27.1095	0	876.518
4335	32.5938	32.593	1130.69	32.5945	32.5937	0	1130.69	27.5118	27.5126	0	678.416	30.9581	30.1034	0	678.416	27.9396	27.2102	0	678.416	26.1965	27.2102	0	678.416
4336	32.4777	32.4641	688.383	32.4784	32.4648	0	688.383	27.4584	27.4511	0	413.03	30.9227	30.0597	0	413.03	27.9483	27.1821	0	413.03	26.1367	27.1821	0	413.03
4337	32.2417	32.2263	353.537	32.2424	32.227	0	353.537	27.3311	27.3245	0	238.331	30.54	29.9161	0	238.331	27.6034	27.0535	0	238.331	25.8056	27.0535	0	238.331
4338	32.0409	32.0301	231.793	32.0416	32.0308	0	231.793	27.2699	27.2662	0	231.793	30.0958	29.8076	0	231.793	27.1862	26.959	0	231.793	25.4404	26.959	0	231.793
4339	31.8933	31.8843	164.957	31.894	31.885	0	164.957	27.2018	27.1967	0	164.957	29.7038	29.6782	0	164.957	26.8062	26.8416	0	164.957	25.0982	26.8416	0	164.957
4340	31.7224	31.7087	83.623	31.7231	31.7094	0	83.623	27.0816	27.0708	0	83.623	29.5303	29.5177	0	83.623	26.6022	26.6882	0	83.623	24.8818	26.6882	0	83.623
4341	31.523	31.5116	11.4635	31.5237	31.5123	0	11.4635	26.9195	26.9102	0	11.4635	29.3463	29.3359	0	11.4635	25.9246	26.4612	0	11.4635	24.6398	26.4612	0	11.4635
4342	31.3702	31.3614	-0.00209938	31.3709	31.3621	0	-0.00209938	26.7962	26.7892	0	-0.00209938	29.2065	29.1985	0	-0.00209938	25.5708	26.2833	0	-0.00209938	24.4502	26.2833	0	-0.00209938
