Zeit [h]	Variante 7.3 Raumlufttemperatur [C]	Variante 7.3 Trans.Strahlung Fenster [W/m2]	Variante 7.3 Wärmeleitung Fenster [W/m2]	Variante 7.4 Raumlufttemperatur [C]	Variante 7.4 Trans.Strahlung Fenster [W/m2]	Variante 7.4 Wärmeleitung Fenster [W/m2]	Variante 7.5 Raumlufttemperatur [C]	Variante 7.5 Trans.Strahlung Fenster [W/m2]	Variante 7.5 Wärmeleitung Fenster [W/m2]	Variante 7.6 Raumlufttemperatur [C]	Variante 7.6 Trans.Strahlung Fenster [W/m2]	Variante 7.6 Wärmeleitung Fenster [W/m2]
253	20.822	0	-0.65452381	20.767	0	-0.836666667	20.864	0	-0.575833333	19.939	0	-4.261904762
254	20.819	0	-0.651349206	20.764	0	-0.832896825	20.861	0	-0.573194444	19.935	0	-4.254761905
255	20.816	0	-0.648174603	20.761	0	-0.829126984	20.858	0	-0.570555556	19.931	0	-4.24781746
256	20.812	0	-0.645039683	20.757	0	-0.825376984	20.855	0	-0.567936508	19.927	0	-4.240674603
257	20.809	0	-0.641904762	20.754	0	-0.821666667	20.851	0	-0.56531746	19.923	0	-4.233730159
258	20.806	0	-0.638789683	20.751	0	-0.817956349	20.848	0	-0.562718254	19.919	0	-4.226785714
259	20.803	0	-0.635674603	20.748	0	-0.814007937	20.845	0	-0.560138889	19.915	0	-4.21984127
260	20.8	0	-0.632599206	20.745	0	-0.809444444	20.842	0	-0.557559524	19.911	0	-4.213095238
261	20.797	0	-0.62952381	20.742	0	-0.805059524	20.839	0	-0.555	19.907	0	-4.206150794
262	20.794	0	-0.626468254	20.739	0	-0.800714286	20.835	0	-0.552460317	19.904	0	-4.199404762
263	20.791	0	-0.623412698	20.736	0	-0.79640873	20.832	0	-0.549920635	19.9	0	-4.19265873
264	20.788	0	-0.620396825	20.734	0	-0.792123016	20.829	0	-0.547400794	19.896	0	-4.185912698
265	20.785	0	-0.617361111	20.731	0	-0.78781746	20.826	0	-0.544861111	19.892	0	-4.179166667
266	20.781	0	-0.614365079	20.728	0	-0.78359127	20.823	0	-0.542361111	19.888	0	-4.172420635
267	20.778	0	-0.611388889	20.725	0	-0.779384921	20.82	0	-0.539880952	19.884	0	-4.165674603
268	20.775	0	-0.60843254	20.722	0	-0.775198413	20.817	0	-0.537400794	19.88	0	-4.159126984
269	20.772	0	-0.60547619	20.719	0	-0.771031746	20.814	0	-0.534940476	19.877	0	-4.152579365
270	20.769	0	-0.602539683	20.716	0	-0.766884921	20.811	0	-0.532480159	19.873	0	-4.146031746
271	20.766	0	-0.599623016	20.713	0	-0.762777778	20.808	0	-0.530039683	19.869	0	-4.139484127
272	20.764	0	-0.596706349	20.711	0	-0.758670635	20.805	0	-0.527619048	19.865	0	-4.132936508
273	20.761	0	-0.593829365	20.708	0	-0.754603175	20.802	0	-0.525198413	19.862	0	-4.126587302
274	20.758	0	-0.590952381	20.705	0	-0.750555556	20.798	0	-0.522797619	19.858	0	-4.120238095
275	20.755	0	-0.588095238	20.702	0	-0.746547619	20.796	0	-0.520396825	19.854	0	-4.113690476
276	20.752	0	-0.585238095	20.699	0	-0.742539683	20.793	0	-0.518015873	19.851	0	-4.10734127
277	20.749	0	-0.582400794	20.697	0	-0.738551587	20.79	0	-0.515634921	19.847	0	-4.101190476
278	20.746	0	-0.579583333	20.694	0	-0.734603175	20.787	0	-0.51327381	19.843	0	-4.09484127
279	20.743	0	-0.576785714	20.691	0	-0.730674603	20.784	0	-0.51093254	19.84	0	-4.088492063
280	20.74	0	-0.573988095	20.688	0	-0.726765873	20.781	0	-0.50859127	19.836	0	-4.08234127
281	20.737	0	-0.571210317	20.686	0	-0.722876984	20.778	0	-0.506269841	19.833	0	-4.076190476
282	20.735	0	-0.568452381	20.683	0	-0.719007937	20.775	0	-0.503948413	19.829	0	-4.070039683
283	20.732	0	-0.565694444	20.68	0	-0.71515873	20.772	0	-0.501646825	19.826	0	-4.063888889
284	20.729	0	-0.562956349	20.678	0	-0.711349206	20.769	0	-0.499345238	19.822	0	-4.057738095
285	20.726	0	-0.560238095	20.675	0	-0.707539683	20.766	0	-0.497063492	19.819	0	-4.051587302
286	20.723	0	-0.557539683	20.672	0	-0.703769841	20.763	0	-0.494781746	19.815	0	-4.045634921
287	20.72	0	-0.55484127	20.67	0	-0.7	20.76	0	-0.492519841	19.812	0	-4.03968254
288	20.718	0	-0.552162698	20.667	0	-0.696269841	20.758	0	-0.490277778	19.808	0	-4.033730159
289	20.715	0	-0.549484127	20.664	0	-0.692539683	20.755	0	-0.488015873	19.805	0	-4.027579365
290	20.712	0	-0.546825397	20.662	0	-0.688849206	20.752	0	-0.485793651	19.801	0	-4.021825397
291	20.709	0	-0.544186508	20.659	0	-0.685178571	20.749	0	-0.483571429	19.798	0	-4.015873016
292	20.707	0	-0.541547619	20.656	0	-0.681527778	20.746	0	-0.481369048	19.794	0	-4.009920635
293	20.704	0	-0.538948413	20.654	0	-0.677896825	20.744	0	-0.479166667	19.791	0	-4.004166667
294	20.701	0	-0.536349206	20.651	0	-0.674285714	20.741	0	-0.476984127	19.788	0	-3.998412698
295	20.699	0	-0.53375	20.649	0	-0.670694444	20.738	0	-0.474801587	19.784	0	-3.99265873
296	20.696	0	-0.531170635	20.646	0	-0.667123016	20.735	0	-0.472638889	19.781	0	-3.986904762
297	20.693	0	-0.528611111	20.644	0	-0.663571429	20.732	0	-0.47047619	19.778	0	-3.981150794
298	20.691	0	-0.526071429	20.641	0	-0.660039683	20.73	0	-0.468333333	19.774	0	-3.975396825
299	20.688	0	-0.523531746	20.639	0	-0.656527778	20.727	0	-0.466190476	19.771	0	-3.96984127
300	20.685	0	-0.521011905	20.636	0	-0.653035714	20.724	0	-0.46406746	19.768	0	-3.964087302
301	20.683	0	-0.518492063	20.634	0	-0.649563492	20.722	0	-0.461944444	19.764	0	-3.958531746
302	20.68	0	-0.515992063	20.631	0	-0.646130952	20.719	0	-0.45984127	19.761	0	-3.95297619
303	20.677	0	-0.513511905	20.629	0	-0.642698413	20.716	0	-0.457738095	19.758	0	-3.947420635
304	20.675	0	-0.511031746	20.626	0	-0.639285714	20.713	0	-0.455654762	19.755	0	-3.941865079
305	20.672	0	-0.508571429	20.624	0	-0.635892857	20.711	0	-0.453571429	19.752	0	-3.936309524
306	20.67	0	-0.506130952	20.621	0	-0.632519841	20.708	0	-0.451507937	19.748	0	-3.930952381
307	20.667	0	-0.503690476	20.619	0	-0.629166667	20.706	0	-0.449444444	19.745	0	-3.925396825
308	20.664	0	-0.501269841	20.616	0	-0.625833333	20.703	0	-0.447400794	19.742	0	-3.920039683
309	20.662	0	-0.498849206	20.614	0	-0.622519841	20.7	0	-0.445357143	19.739	0	-3.91468254
310	20.659	0	-0.496448413	20.612	0	-0.61922619	20.698	0	-0.443333333	19.736	0	-3.909325397
311	20.657	0	-0.49406746	20.609	0	-0.61593254	20.695	0	-0.441309524	19.733	0	-3.903968254
312	20.654	0	-0.491686508	20.607	0	-0.612678571	20.692	0	-0.439305556	19.73	0	-3.898611111
313	20.652	0	-0.489345238	20.604	0	-0.609464286	20.69	0	-0.437321429	19.727	0	-3.893452381
314	20.649	0	-0.486984127	20.602	0	-0.60625	20.687	0	-0.435337302	19.723	0	-3.888095238
315	20.647	0	-0.484642857	20.6	0	-0.603035714	20.685	0	-0.433353175	19.72	0	-3.882936508
316	20.644	0	-0.482321429	20.597	0	-0.599861111	20.682	0	-0.431388889	19.717	0	-3.877777778
317	20.642	0	-0.48	20.595	0	-0.596686508	20.68	0	-0.429424603	19.714	0	-3.872619048
318	20.639	0	-0.477698413	20.593	0	-0.593531746	20.677	0	-0.427480159	19.711	0	-3.867460317
319	20.637	0	-0.475396825	20.59	0	-0.590396825	20.675	0	-0.425535714	19.708	0	-3.862301587
320	20.634	0	-0.473115079	20.588	0	-0.587281746	20.672	0	-0.42359127	19.705	0	-3.857142857
321	20.632	0	-0.470853175	20.586	0	-0.584186508	20.67	0	-0.421666667	19.702	0	-3.851984127
322	20.63	0	-0.46859127	20.583	0	-0.581111111	20.667	0	-0.419742063	19.699	0	-3.84702381
323	20.627	0	-0.466329365	20.581	0	-0.578035714	20.665	0	-0.417837302	19.696	0	-3.842063492
324	20.625	0	-0.464107143	20.579	0	-0.575	20.662	0	-0.415952381	19.694	0	-3.836904762
325	20.622	0	-0.461865079	20.577	0	-0.571964286	20.66	0	-0.414047619	19.691	0	-3.831944444
326	20.62	0	-0.459662698	20.574	0	-0.568948413	20.657	0	-0.41218254	19.688	0	-3.826984127
327	20.618	0	-0.457460317	20.572	0	-0.565952381	20.655	0	-0.410297619	19.685	0	-3.82202381
328	20.615	0	-0.455257937	20.57	0	-0.56297619	20.652	0	-0.40843254	19.682	0	-3.817261905
329	20.613	0	-0.453075397	20.568	0	-0.560019841	20.65	0	-0.406587302	19.679	0	-3.812301587
330	20.611	0	-0.450912698	20.565	0	-0.557083333	20.647	0	-0.404742063	19.676	0	-3.807539683
331	20.608	0	-0.44875	20.563	0	-0.554146825	20.645	0	-0.402896825	19.673	0	-3.802579365
332	20.606	0	-0.446587302	20.561	0	-0.551230159	20.643	0	-0.401071429	19.671	0	-3.79781746
333	20.604	0	-0.444464286	20.559	0	-0.548333333	20.64	0	-0.399246032	19.668	0	-3.793055556
334	20.601	0	-0.442321429	20.557	0	-0.545456349	20.638	0	-0.397440476	19.665	0	-3.788293651
335	20.599	0	-0.440198413	20.555	0	-0.542599206	20.635	0	-0.395634921	19.662	0	-3.783531746
336	20.597	0	-0.438095238	20.552	0	-0.539742063	20.633	0	-0.393849206	19.659	0	-3.778769841
337	20.594	0	-0.435992063	20.55	0	-0.536904762	20.631	0	-0.392043651	19.657	0	-3.774007937
338	20.592	0	-0.43390873	20.548	0	-0.534087302	20.628	0	-0.390277778	19.654	0	-3.769444444
339	20.59	0	-0.431825397	20.546	0	-0.531289683	20.626	0	-0.388511905	19.651	0	-3.76468254
340	20.588	0	-0.429761905	20.544	0	-0.528492063	20.624	0	-0.386746032	19.648	0	-3.760119048
341	20.585	0	-0.427698413	20.542	0	-0.525734127	20.621	0	-0.385	19.646	0	-3.755555556
342	20.583	0	-0.425654762	20.54	0	-0.52297619	20.619	0	-0.383253968	19.643	0	-3.750992063
343	20.581	0	-0.423630952	20.537	0	-0.520238095	20.617	0	-0.381507937	19.64	0	-3.746428571
344	20.579	0	-0.421607143	20.535	0	-0.517519841	20.614	0	-0.379781746	19.638	0	-3.741865079
345	20.577	0	-0.419583333	20.533	0	-0.514801587	20.612	0	-0.378075397	19.635	0	-3.737301587
346	20.574	0	-0.417579365	20.531	0	-0.512123016	20.61	0	-0.376349206	19.632	0	-3.732738095
347	20.572	0	-0.415595238	20.529	0	-0.509444444	20.608	0	-0.374662698	19.63	0	-3.728373016
348	20.57	0	-0.413611111	20.527	0	-0.506785714	20.605	0	-0.372956349	19.627	0	-3.723809524
349	20.568	0	-0.411626984	20.525	0	-0.504126984	20.603	0	-0.371269841	19.624	0	-3.719444444
350	20.566	0	-0.409662698	20.523	0	-0.501507937	20.601	0	-0.369603175	19.622	0	-3.715079365
351	20.563	0	-0.407698413	20.521	0	-0.498888889	20.599	0	-0.367916667	19.619	0	-3.710714286
352	20.561	0	-0.405753968	20.519	0	-0.496289683	20.596	0	-0.36625	19.617	0	-3.706349206
353	20.559	0	-0.403829365	20.517	0	-0.493690476	20.594	0	-0.364603175	19.614	0	-3.701984127
354	20.557	0	-0.401904762	20.515	0	-0.491111111	20.592	0	-0.362956349	19.612	0	-3.697619048
355	20.555	0	-0.399980159	20.513	0	-0.488551587	20.59	0	-0.361309524	19.609	0	-3.693253968
356	20.553	0	-0.398075397	20.511	0	-0.486011905	20.588	0	-0.35968254	19.606	0	-3.689087302
357	20.551	0	-0.396170635	20.509	0	-0.483472222	20.585	0	-0.358055556	19.604	0	-3.684722222
358	20.549	0	-0.394285714	20.507	0	-0.480972222	20.583	0	-0.356448413	19.601	0	-3.680555556
359	20.546	0	-0.392400794	20.505	0	-0.478452381	20.581	0	-0.35484127	19.599	0	-3.676388889
360	20.544	0	-0.390535714	20.503	0	-0.475972222	20.579	0	-0.353234127	19.596	0	-3.672222222
361	20.542	0	-0.388690476	20.501	0	-0.473531746	20.577	0	-0.351646825	19.594	0	-3.668055556
362	20.54	0	-0.386845238	20.499	0	-0.471071429	20.575	0	-0.350059524	19.591	0	-3.663888889
363	20.538	0	-0.385	20.497	0	-0.468611111	20.573	0	-0.348492063	19.589	0	-3.659722222
364	20.536	0	-0.383174603	20.495	0	-0.466170635	20.57	0	-0.346924603	19.587	0	-3.655555556
365	20.534	0	-0.381349206	20.493	0	-0.46375	20.568	0	-0.345357143	19.584	0	-3.651587302
366	20.532	0	-0.379543651	20.492	0	-0.461349206	20.566	0	-0.343789683	19.582	0	-3.647420635
367	20.53	0	-0.377738095	20.49	0	-0.458948413	20.564	0	-0.342242063	19.579	0	-3.643452381
368	20.528	0	-0.37593254	20.488	0	-0.456587302	20.562	0	-0.340694444	19.577	0	-3.639285714
369	20.526	0	-0.374146825	20.486	0	-0.454206349	20.56	0	-0.339166667	19.575	0	-3.63531746
370	20.524	0	-0.372361111	20.484	0	-0.451865079	20.558	0	-0.337638889	19.572	0	-3.631349206
371	20.522	0	-0.370595238	20.482	0	-0.44952381	20.556	0	-0.336111111	19.57	0	-3.627380952
372	20.52	0	-0.368829365	20.48	0	-0.44718254	20.554	0	-0.334603175	19.567	0	-3.623412698
373	20.518	0	-0.367083333	20.478	0	-0.444880952	20.552	0	-0.333095238	19.565	0	-3.619444444
374	20.516	0	-0.365337302	20.477	0	-0.442559524	20.55	0	-0.331607143	19.563	0	-3.61547619
375	20.514	0	-0.363611111	20.475	0	-0.440277778	20.548	0	-0.330099206	19.56	0	-3.611507937
376	20.512	0	-0.361884921	20.473	0	-0.437996032	20.546	0	-0.328611111	19.558	0	-3.607738095
377	20.51	0	-0.36015873	20.471	0	-0.435734127	20.544	0	-0.327142857	19.556	0	-3.603769841
378	20.508	0	-0.358452381	20.469	0	-0.433492063	20.542	0	-0.325674603	19.554	0	-3.6
379	20.506	0	-0.356746032	20.467	0	-0.43125	20.54	0	-0.324206349	19.551	0	-3.596230159
380	20.504	0	-0.355059524	20.466	0	-0.429027778	20.538	0	-0.322757937	19.549	0	-3.592261905
381	20.503	0	-0.353373016	20.464	0	-0.426805556	20.536	0	-0.321289683	19.547	0	-3.588492063
382	20.501	0	-0.351706349	20.462	0	-0.424603175	20.534	0	-0.319861111	19.545	0	-3.584722222
383	20.499	0	-0.350039683	20.46	0	-0.422420635	20.532	0	-0.318412698	19.542	0	-3.580952381
384	20.497	0	-0.348373016	20.459	0	-0.420238095	20.53	0	-0.316984127	19.54	0	-3.577380952
385	20.495	0	-0.346706349	20.457	0	-0.418055556	20.528	0	-0.315555556	19.538	0	-3.573611111
386	20.493	0	-0.345059524	20.455	0	-0.415892857	20.526	0	-0.314126984	19.536	0	-3.56984127
387	20.491	0	-0.34343254	20.453	0	-0.413769841	20.524	0	-0.312718254	19.533	0	-3.566071429
388	20.489	0	-0.341805556	20.452	0	-0.411626984	20.522	0	-0.311329365	19.531	0	-3.5625
389	20.487	0	-0.340198413	20.45	0	-0.409503968	20.52	0	-0.309920635	19.529	0	-3.558928571
390	20.486	0	-0.338571429	20.448	0	-0.407400794	20.518	0	-0.308531746	19.527	0	-3.55515873
391	20.484	0	-0.336984127	20.446	0	-0.40531746	20.516	0	-0.307142857	19.525	0	-3.551587302
392	20.482	0	-0.335376984	20.445	0	-0.403234127	20.514	0	-0.30577381	19.523	0	-3.548015873
393	20.48	0	-0.333789683	20.443	0	-0.401150794	20.512	0	-0.304404762	19.52	0	-3.544444444
394	20.478	0	-0.332222222	20.441	0	-0.399087302	20.51	0	-0.303035714	19.518	0	-3.540873016
395	20.477	0	-0.330654762	20.44	0	-0.397043651	20.508	0	-0.301686508	19.516	0	-3.537301587
396	20.475	0	-0.329087302	20.438	0	-0.395	20.507	0	-0.30031746	19.514	0	-3.533730159
397	20.473	0	-0.327519841	20.436	0	-0.39297619	20.505	0	-0.298988095	19.512	0	-3.530357143
398	20.471	0	-0.325972222	20.434	0	-0.390972222	20.503	0	-0.297638889	19.51	0	-3.526785714
399	20.469	0	-0.324444444	20.433	0	-0.388968254	20.501	0	-0.296309524	19.508	0	-3.523214286
400	20.468	0	-0.322916667	20.431	0	-0.386964286	20.499	0	-0.294980159	19.506	0	-3.51984127
401	20.466	0	-0.321388889	20.429	0	-0.384980159	20.497	0	-0.293670635	19.504	0	-3.516468254
402	20.464	0	-0.319861111	20.428	0	-0.383015873	20.495	0	-0.29234127	19.502	0	-3.512896825
403	20.462	0	-0.318353175	20.426	0	-0.381051587	20.494	0	-0.291031746	19.5	0	-3.50952381
404	20.461	0	-0.316865079	20.425	0	-0.379107143	20.492	0	-0.289742063	19.498	0	-3.506150794
405	20.459	0	-0.315357143	20.423	0	-0.377162698	20.49	0	-0.28843254	19.496	0	-3.502777778
406	20.457	0	-0.313869048	20.421	0	-0.375238095	20.488	0	-0.287142857	19.494	0	-3.499404762
407	20.455	0	-0.312400794	20.42	0	-0.373313492	20.486	0	-0.285873016	19.492	0	-3.496031746
408	20.454	0	-0.310912698	20.418	0	-0.37140873	20.485	0	-0.284583333	19.49	0	-3.49265873
409	20.452	0	-0.309444444	20.416	0	-0.369503968	20.483	0	-0.283313492	19.488	0	-3.489484127
410	20.45	0	-0.307996032	20.415	0	-0.367619048	20.481	0	-0.282043651	19.486	0	-3.486111111
411	20.448	0	-0.306547619	20.413	0	-0.365734127	20.479	0	-0.280793651	19.484	0	-3.482738095
412	20.447	0	-0.305099206	20.412	0	-0.363869048	20.477	0	-0.27952381	19.482	0	-3.479563492
413	20.445	0	-0.303650794	20.41	0	-0.36202381	20.476	0	-0.27827381	19.48	0	-3.476388889
414	20.443	0	-0.302222222	20.409	0	-0.360178571	20.474	0	-0.277043651	19.478	0	-3.473015873
415	20.442	0	-0.300813492	20.407	0	-0.358333333	20.472	0	-0.275793651	19.476	0	-3.46984127
416	20.44	0	-0.299384921	20.405	0	-0.356507937	20.47	0	-0.274563492	19.474	0	-3.466666667
417	20.438	0	-0.29797619	20.404	0	-0.354702381	20.469	0	-0.273353175	19.472	0	-3.463492063
418	20.437	0	-0.296587302	20.402	0	-0.352896825	20.467	0	-0.272123016	19.47	0	-3.46031746
419	20.435	0	-0.295198413	20.401	0	-0.35109127	20.465	0	-0.270912698	19.468	0	-3.457142857
420	20.433	0	-0.293809524	20.399	0	-0.349305556	20.464	0	-0.269702381	19.466	0	-3.453968254
421	20.432	0	-0.292420635	20.398	0	-0.347539683	20.462	0	-0.268511905	19.464	0	-3.450793651
422	20.43	0	-0.291051587	20.396	0	-0.34577381	20.46	0	-0.267301587	19.462	0	-3.44781746
423	20.429	0	-0.28968254	20.395	0	-0.344007937	20.458	0	-0.266111111	19.461	0	-3.444642857
424	20.427	0	-0.288313492	20.393	0	-0.342261905	20.457	0	-0.264940476	19.459	0	-3.441468254
425	20.425	0	-0.286964286	20.392	0	-0.340535714	20.455	0	-0.26375	19.457	0	-3.438492063
426	20.424	0	-0.285615079	20.39	0	-0.338809524	20.453	0	-0.262579365	19.455	0	-3.43531746
427	20.422	0	-0.284285714	20.389	0	-0.337083333	20.452	0	-0.26140873	19.453	0	-3.43234127
428	20.42	0	-0.282936508	20.387	0	-0.335376984	20.45	0	-0.260238095	19.451	0	-3.429365079
429	20.419	0	-0.281626984	20.386	0	-0.333670635	20.448	0	-0.259087302	19.45	0	-3.426388889
430	20.417	0	-0.280297619	20.384	0	-0.331984127	20.447	0	-0.257936508	19.448	0	-3.423412698
431	20.416	0	-0.278988095	20.383	0	-0.330297619	20.445	0	-0.256785714	19.446	0	-3.420436508
432	20.414	0	-0.277678571	20.381	0	-0.328630952	20.443	0	-0.255654762	19.444	0	-3.417460317
433	20.413	0	-0.276369048	20.38	0	-0.326964286	20.442	0	-0.254503968	19.442	0	-3.414484127
434	20.411	0	-0.275079365	20.378	0	-0.32531746	20.44	0	-0.253373016	19.441	0	-3.411507937
435	20.41	0	-0.273789683	20.377	0	-0.323670635	20.439	0	-0.252242063	19.439	0	-3.408531746
436	20.408	0	-0.2725	20.376	0	-0.32202381	20.437	0	-0.251130952	19.437	0	-3.405555556
437	20.406	0	-0.271230159	20.374	0	-0.320396825	20.435	0	-0.250019841	19.435	0	-3.402777778
438	20.405	0	-0.269960317	20.373	0	-0.318789683	20.434	0	-0.24890873	19.434	0	-3.399801587
439	20.403	0	-0.268690476	20.371	0	-0.31718254	20.432	0	-0.247797619	19.432	0	-3.39702381
440	20.402	0	-0.267440476	20.37	0	-0.315575397	20.431	0	-0.246706349	19.43	0	-3.394047619
441	20.4	0	-0.266190476	20.369	0	-0.313988095	20.429	0	-0.245595238	19.428	0	-3.391269841
442	20.399	0	-0.264940476	20.367	0	-0.312400794	20.427	0	-0.24452381	19.427	0	-3.388492063
443	20.397	0	-0.263710317	20.366	0	-0.310833333	20.426	0	-0.24343254	19.425	0	-3.385515873
444	20.396	0	-0.262480159	20.364	0	-0.309265873	20.424	0	-0.24234127	19.423	0	-3.382738095
445	20.394	0	-0.26125	20.363	0	-0.307698413	20.423	0	-0.241269841	19.422	0	-3.379960317
446	20.393	0	-0.260019841	20.362	0	-0.306150794	20.421	0	-0.240198413	19.42	0	-3.37718254
447	20.391	0	-0.258809524	20.36	0	-0.304623016	20.42	0	-0.239146825	19.418	0	-3.374404762
448	20.39	0	-0.257599206	20.359	0	-0.303075397	20.418	0	-0.238075397	19.417	0	-3.371626984
449	20.388	0	-0.25640873	20.357	0	-0.30156746	20.416	0	-0.23702381	19.415	0	-3.369047619
450	20.387	0	-0.255198413	20.356	0	-0.300039683	20.415	0	-0.235972222	19.413	0	-3.366269841
451	20.386	0	-0.254007937	20.355	0	-0.298531746	20.413	0	-0.234940476	19.412	0	-3.363492063
452	20.384	0	-0.252837302	20.353	0	-0.297043651	20.412	0	-0.233888889	19.41	0	-3.360912698
453	20.383	0	-0.251646825	20.352	0	-0.295555556	20.41	0	-0.232857143	19.408	0	-3.358134921
454	20.381	0	-0.25047619	20.351	0	-0.29406746	20.409	0	-0.231825397	19.407	0	-3.355555556
455	20.38	0	-0.249305556	20.349	0	-0.292599206	20.407	0	-0.230813492	19.405	0	-3.352777778
456	20.378	0	-0.248154762	20.348	0	-0.291130952	20.406	0	-0.229781746	19.404	0	-3.350198413
457	20.377	0	-0.247003968	20.347	0	-0.28968254	20.404	0	-0.228789683	19.402	0	-3.347619048
458	20.375	0	-0.245853175	20.345	0	-0.288234127	20.403	0	-0.227777778	19.4	0	-3.34484127
459	20.374	0	-0.244722222	20.344	0	-0.286785714	20.401	0	-0.226765873	19.399	0	-3.342261905
460	20.373	0	-0.243571429	20.343	0	-0.285357143	20.4	0	-0.22577381	19.397	0	-3.33968254
461	20.371	0	-0.242440476	20.341	0	-0.283928571	20.398	0	-0.224761905	19.396	0	-3.337103175
462	20.37	0	-0.241309524	20.34	0	-0.2825	20.397	0	-0.223769841	19.394	0	-3.33452381
463	20.368	0	-0.240198413	20.339	0	-0.28109127	20.396	0	-0.222797619	19.393	0	-3.331944444
464	20.367	0	-0.23906746	20.338	0	-0.27968254	20.394	0	-0.221805556	19.391	0	-3.329365079
465	20.366	0	-0.237956349	20.336	0	-0.278293651	20.393	0	-0.220833333	19.389	0	-3.326785714
466	20.364	0	-0.236865079	20.335	0	-0.276904762	20.391	0	-0.219861111	19.388	0	-3.324404762
467	20.363	0	-0.235753968	20.334	0	-0.275515873	20.39	0	-0.218888889	19.386	0	-3.321825397
468	20.362	0	-0.234662698	20.333	0	-0.274146825	20.388	0	-0.217916667	19.385	0	-3.319246032
469	20.36	0	-0.233571429	20.331	0	-0.272777778	20.387	0	-0.216964286	19.383	0	-3.316865079
470	20.359	0	-0.2325	20.33	0	-0.271428571	20.386	0	-0.216011905	19.382	0	-3.314285714
471	20.358	0	-0.23140873	20.329	0	-0.270079365	20.384	0	-0.215059524	19.38	0	-3.311904762
472	20.356	0	-0.230337302	20.328	0	-0.268730159	20.383	0	-0.214107143	19.379	0	-3.309325397
473	20.355	0	-0.229265873	20.326	0	-0.267380952	20.381	0	-0.213154762	19.377	0	-3.306944444
474	20.354	0	-0.228214286	20.325	0	-0.266051587	20.38	0	-0.212222222	19.376	0	-3.304563492
475	20.352	0	-0.227142857	20.324	0	-0.264742063	20.378	0	-0.211289683	19.374	0	-3.30218254
476	20.351	0	-0.22609127	20.323	0	-0.263412698	20.377	0	-0.210357143	19.373	0	-3.299603175
477	20.35	0	-0.225059524	20.321	0	-0.262103175	20.376	0	-0.209444444	19.371	0	-3.297222222
478	20.348	0	-0.224007937	20.32	0	-0.260813492	20.374	0	-0.208511905	19.37	0	-3.29484127
479	20.347	0	-0.22297619	20.319	0	-0.259503968	20.373	0	-0.207599206	19.369	0	-3.292460317
480	20.346	0	-0.221944444	20.318	0	-0.258234127	20.372	0	-0.206686508	19.367	0	-3.290079365
481	20.344	0	-0.220912698	20.317	0	-0.256944444	20.37	0	-0.20577381	19.366	0	-3.287698413
482	20.343	0	-0.219880952	20.315	0	-0.255654762	20.369	0	-0.204880952	19.364	0	-3.285515873
483	20.342	0	-0.218869048	20.314	0	-0.254404762	20.368	0	-0.203968254	19.363	0	-3.283134921
484	20.34	0	-0.217857143	20.313	0	-0.253134921	20.366	0	-0.203075397	19.361	0	-3.280753968
485	20.339	0	-0.216845238	20.312	0	-0.251884921	20.365	0	-0.20218254	19.36	0	-3.278571429
486	20.338	0	-0.215853175	20.311	0	-0.250634921	20.363	0	-0.201289683	19.359	0	-3.276190476
487	20.337	0	-0.21484127	20.309	0	-0.249384921	20.362	0	-0.200416667	19.357	0	-3.273809524
488	20.335	0	-0.213849206	20.308	0	-0.248154762	20.361	0	-0.199543651	19.356	0	-3.271626984
489	20.334	0	-0.212876984	20.307	0	-0.246924603	20.36	0	-0.198670635	19.354	0	-3.269246032
490	20.333	0	-0.211884921	20.306	0	-0.245714286	20.358	0	-0.197793651	19.353	0	-3.267063492
491	20.332	0	-0.210912698	20.305	0	-0.244503968	20.357	0	-0.196926587	19.352	0	-3.264880952
