Test Case	Variable	ToolID	Tool Name	Version	Unit	Editor	Fehlercode	Average [-]	CVRMSE [%]	Daily Amplitude CVRMSE [%]	MBE	MSE [%]	Max Difference [-]	Maximum [-]	Minimum [-]	NMBE [%]	NRMSE [%]	R squared [-]	RMSE [%]	RMSEIQR [%]	RMSLE [%]	std dev [-]	Reference	SimQ-Score [%]	SimQ-Rating
05-Lueftung	Variante 2 Lueftungswaermestrom	THERAKLES	THERAKLES	1.8	W	TU Dresden, IBK TU Dresden	0	0.02	9436.29	8.15	-0.09	116.41	52.44	183.42	-149.75	-80.64	3.29	97.69	10.79	10.53	-99	71.84	False	79.97	Failed
05-Lueftung	Variante 3 Raumlufttemperatur	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	17.64	0.09	3.3	-0.0	0.0	0.05	18.19	16.8	-0.01	1.05	99.72	0.02	4.29	0.00081	0.28	False	97.43	Gold
05-Lueftung	Variante 3 Lueftungswaermestrom	THERAKLES	THERAKLES	1.8	W	TU Dresden, IBK TU Dresden	0	3.67	542.72	14.48	0.99	210.65	93.35	129.76	-123.52	37.1	6.18	87.43	14.51	37.2	-99	41.71	False	71.96	Failed
05-Lueftung	Variante 1 Raumlufttemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	14.21	0.01	0.66	-0.0	0.0	0.0	14.42	13.84	-0.0	0.14	100.0	0.0	0.31	5e-05	0.17	True	99.78	Gold
05-Lueftung	Variante 2 Raumlufttemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	19.11	0.19	3.1	0.0	0.0	0.18	20.31	18.01	0.0	1.6	99.57	0.04	4.41	0.00181	0.56	True	97.28	Gold
05-Lueftung	Variante 2 Lueftungswaermestrom	TRNSYS	TRNSYS	18	W	Julian Agudelo, Hochschule München	0	0.12	17.58	0.01	0.0	0.0	0.09	178.45	-149.48	0.66	0.01	100.0	0.02	0.02	-99	70.96	True	99.88	Gold
05-Lueftung	Variante 3 Raumlufttemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	17.65	0.09	3.17	0.0	0.0	0.05	18.26	16.8	0.01	1.05	99.72	0.02	4.29	0.00081	0.28	True	97.44	Gold
05-Lueftung	Variante 3 Lueftungswaermestrom	TRNSYS	TRNSYS	18	W	Julian Agudelo, Hochschule München	0	2.68	0.46	0.05	0.0	0.0	0.1	111.42	-123.31	0.03	0.01	100.0	0.01	0.03	-99	40.94	True	99.98	Gold
05-Lueftung	Variante 4 Raumlufttemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	22.77	0.13	1.48	0.0	0.0	0.17	23.97	21.1	0.01	1.05	99.81	0.03	2.85	0.00127	0.69	True	98.28	Gold
05-Lueftung	Variante 4 Lueftungswaermestrom	TRNSYS	TRNSYS	18	W	Julian Agudelo, Hochschule München	0	-79.04	-0.36	0.09	-0.08	0.08	3.02	29.68	-229.29	0.11	0.11	100.0	0.29	0.26	-99	63.91	True	99.83	Gold
06-WaermeleitungStrahlung	Variante 1 Raumlufttemperatur	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	25.77	4.19	18.19	-0.25	1.19	2.88	34.13	20.0	-0.98	7.74	95.95	1.09	10.28	0.03515	5.22	False	81.19	Bronze
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Dach	ETU	ETU Simulation	4.1	W/m2	Dr. Rainer Rolffs, ETU Hottgenroth	0	80.94	6.99	0.16	-1.34	33.05	30.63	419.0	0.0	-1.63	1.37	99.83	5.75	4.74	0.3429	139.95	False	97.61	Gold
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Boden	ETU	ETU Simulation	4.1	W/m2	Dr. Rainer Rolffs, ETU Hottgenroth	0	16.49	2.09	0.39	0.02	0.12	1.79	84.0	0.0	0.12	0.41	99.98	0.34	1.42	0.13777	28.03	False	99.33	Gold
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Nordwand	ETU	ETU Simulation	4.1	W/m2	Dr. Rainer Rolffs, ETU Hottgenroth	0	15.34	84.87	33.66	-3.3	250.32	120.39	131.0	0.0	-17.7	7.07	85.01	15.82	52.32	0.53646	29.91	False	64.64	Failed
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Ostwand	ETU	ETU Simulation	4.1	W/m2	Dr. Rainer Rolffs, ETU Hottgenroth	0	44.82	9.14	0.8	-0.45	17.1	28.53	440.0	0.0	-0.99	0.94	99.86	4.13	14.65	0.54323	109.3	False	92.64	Silver
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Südwand	ETU	ETU Simulation	4.1	W/m2	Dr. Rainer Rolffs, ETU Hottgenroth	0	51.03	3.58	0.31	0.04	3.34	9.85	282.0	0.0	0.08	0.65	99.95	1.83	1.83	0.27749	81.76	False	99.12	Gold
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Westwand	ETU	ETU Simulation	4.1	W/m2	Dr. Rainer Rolffs, ETU Hottgenroth	0	55.07	50.02	2.13	-6.04	934.36	220.54	447.79	0.0	-9.88	6.69	94.42	30.57	77.7	0.45862	116.56	False	71.3	Failed
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Westwand	ETU					-11	False	0	Failed
